ID_Lectura,Temperatura_Zona1_C,Velocidad_Cinta_m_min,Horas_Desde_Mantenimiento,Humedad_Ambiente_Pct,Espesor_Material_mm,Consumo_Energia_KWh
576,639.4,2.26,374,53.2,5.58,478.61
577,761.8,2.31,190,62.4,4.26,494.41
578,788.5,2.19,231,60.4,4.88,537.98
579,676.1,1.34,373,33.5,3.98,491.57
580,807.2,0.92,491,33.2,6.49,586.61
581,766.9,1.95,158,78.3,5.33,520.98
582,729.2,1.71,253,37.6,5.43,509.62
583,781.6,2.32,322,44.7,5.3,527.15
584,863.5,1.6,85,68.4,3.94,550.81
585,759.1,1.35,378,50.5,5.63,566.35
586,762.4,1.23,271,39.1,6.79,532.21
587,727.0,1.03,240,53.4,3.44,490.9
588,707.5,1.16,200,58.4,5.08,515.11
589,791.5,0.74,389,52.6,5.76,581.75
590,707.2,1.37,143,75.9,4.25,506.66
591,753.6,0.59,318,44.2,5.73,567.09
592,726.1,0.97,261,63.1,5.04,529.87
593,773.9,2.37,397,35.6,4.29,514.25
594,766.7,1.31,254,49.6,2.49,512.97
595,801.9,2.17,274,67.0,4.9,536.11
596,724.5,2.29,334,41.2,4.93,508.98
597,736.5,1.95,339,59.5,6.31,524.06
598,701.1,2.9,376,37.7,5.34,497.45
599,727.8,0.55,465,35.1,4.47,549.18
600,768.9,2.35,352,56.2,3.43,519.19
601,787.8,2.9,13,63.8,5.87,502.79
602,703.9,2.66,451,35.7,5.12,510.92
603,793.5,0.92,46,75.9,4.61,519.59
604,817.8,1.32,80,41.3,4.46,529.3
605,770.7,0.93,271,36.0,6.24,546.82
606,843.8,2.0,246,40.1,6.39,574.97
607,711.3,2.28,316,38.5,4.37,498.66
608,687.8,1.29,499,34.5,2.7,496.1
609,661.1,1.85,472,69.9,4.79,511.81
610,824.8,2.23,364,54.8,5.23,573.57
611,782.7,1.55,187,49.4,5.07,531.09
612,747.2,2.64,105,77.5,3.43,474.71
613,764.0,2.43,407,48.6,6.53,533.2
614,693.7,0.66,236,38.3,3.14,467.19
615,872.3,2.05,20,43.7,4.25,542.42
616,756.5,1.09,275,41.9,3.98,507.88
617,755.5,1.89,198,54.9,3.93,492.36
618,786.3,2.89,218,44.6,2.82,492.81
619,774.1,2.7,22,55.8,5.06,490.58
620,761.2,1.51,386,63.5,6.41,571.28
621,710.5,1.23,171,68.9,4.84,503.85
622,773.6,1.09,69,65.5,3.99,507.66
623,844.1,1.83,444,40.3,6.41,587.57
624,817.3,0.79,14,35.8,5.84,521.04
625,829.7,1.87,211,57.1,4.16,554.68
626,724.4,0.5,425,39.9,5.32,553.54
627,700.5,1.31,21,34.2,6.08,481.09
628,743.7,1.05,445,56.4,4.1,555.59
629,752.8,2.93,406,46.3,5.12,529.38
630,804.7,2.32,350,67.8,4.61,550.85
631,665.4,1.37,249,45.7,3.81,472.24
632,826.5,0.73,447,78.9,5.17,598.66
633,742.1,1.79,382,67.9,5.43,521.28
634,728.7,1.03,387,32.9,5.04,540.7
635,699.4,1.84,234,55.4,4.18,482.63
636,667.3,2.59,191,58.1,7.1,489.89
637,791.2,2.04,306,64.8,4.51,544.03
638,753.7,2.08,313,54.9,5.56,527.53
639,685.5,1.85,316,54.2,5.81,509.99
640,685.2,2.82,440,48.4,2.51,464.48
641,733.2,2.83,187,43.6,5.83,475.64
642,833.5,1.78,127,77.3,5.01,544.01
643,737.0,1.26,361,45.9,4.74,532.22
644,674.8,1.65,85,33.2,4.88,467.49
645,737.7,0.97,55,38.4,5.58,501.97
646,736.4,2.09,236,72.9,2.72,480.68
647,615.2,1.75,365,59.3,5.03,485.01
648,747.3,0.76,303,68.9,5.43,541.05
649,738.5,0.99,249,70.4,7.16,549.69
650,784.8,1.7,357,71.2,3.65,544.37
651,842.4,2.72,150,57.5,5.44,537.59
652,806.3,1.92,213,38.9,4.52,508.31
653,736.6,2.2,159,37.4,5.48,486.76
654,694.7,1.35,139,58.7,5.87,498.28
655,878.7,1.93,358,48.3,4.26,593.45
656,753.0,1.62,342,57.9,6.96,556.01
657,750.7,2.15,492,54.9,6.32,556.91
658,748.8,0.63,278,60.1,5.79,525.22
659,759.9,1.73,322,31.6,4.64,532.55
660,742.8,1.24,427,31.6,4.45,541.86
661,721.3,1.32,412,66.1,5.44,542.69
662,722.7,2.9,146,39.7,4.61,471.04
663,748.4,0.96,125,62.6,4.48,516.16
664,722.8,1.28,360,57.3,6.92,554.69
665,714.4,1.77,170,79.1,5.55,501.75
666,755.3,2.66,164,71.8,5.82,510.85
667,737.3,1.54,182,50.7,6.88,518.61
668,825.2,2.36,139,60.8,5.08,531.16
669,617.5,2.64,88,35.9,4.37,416.1
670,804.6,1.28,476,49.3,3.93,571.85
671,812.3,1.48,66,66.7,6.35,536.93
672,646.3,1.39,360,61.1,4.63,486.62
673,732.9,2.58,66,54.2,2.05,453.32
674,731.4,0.61,409,38.8,2.34,517.36
675,679.6,1.27,372,70.2,3.52,500.44
676,711.1,2.2,344,43.7,4.62,486.57
677,694.5,1.91,143,71.0,4.77,484.83
678,837.6,1.59,23,60.6,5.53,531.9
679,796.8,1.85,292,48.6,3.86,517.01
680,813.6,0.99,303,32.0,5.22,562.89
681,786.1,1.58,156,41.6,5.88,532.52
682,693.5,1.75,430,74.5,4.86,521.71
683,723.8,2.75,136,70.9,4.54,481.6
684,774.5,1.15,269,58.7,4.13,537.56
685,688.9,2.67,323,53.3,6.15,509.0
686,785.6,2.11,227,62.4,3.63,523.92
687,738.0,0.55,402,53.3,6.58,570.73
688,731.3,2.31,242,62.2,4.98,507.09
689,785.5,0.59,378,45.4,3.96,563.65
690,772.2,2.99,177,71.9,5.84,507.2
691,732.0,2.68,152,65.1,5.51,497.04
692,808.0,1.24,498,46.5,5.42,594.08
693,695.9,1.14,494,71.5,5.7,539.56
694,780.8,1.45,269,54.4,5.16,553.1
695,779.7,1.39,227,38.7,5.46,529.98
696,734.5,1.43,317,33.9,6.36,534.39
697,766.3,1.3,155,65.0,5.2,514.26
698,687.4,2.05,498,73.3,5.82,534.16
699,796.2,0.91,446,70.4,2.8,571.81
700,740.8,2.61,452,62.8,5.32,529.12
701,723.9,2.53,108,37.1,7.52,480.65
702,802.5,1.69,191,34.7,3.21,515.02
703,714.8,2.63,178,47.3,7.0,486.05
704,679.6,1.12,242,72.7,5.72,505.78
705,672.2,0.54,453,78.1,3.3,524.68
706,780.3,2.05,102,42.1,5.04,510.71
707,686.0,1.64,126,68.1,5.4,466.62
708,837.7,1.92,481,58.7,5.91,587.54
709,645.9,2.75,13,31.6,4.56,419.69
710,834.8,2.92,94,57.1,5.7,539.72
711,760.6,2.09,176,70.3,6.39,522.45
712,745.2,2.41,16,43.8,5.89,487.1
713,722.8,0.71,390,74.9,6.19,554.51
714,770.0,0.9,416,41.8,4.55,546.18
715,748.1,2.33,241,33.8,5.69,502.89
716,805.2,1.58,260,38.0,7.3,559.48
717,755.7,1.61,94,71.9,3.92,511.21
718,757.5,1.27,328,50.9,5.42,532.2
719,731.8,2.02,202,69.8,3.88,491.88
720,747.2,0.96,132,56.6,6.25,518.96
721,765.4,2.07,434,54.0,3.02,537.68
722,664.5,0.93,98,70.3,4.43,475.9
723,682.6,0.66,104,51.2,7.31,518.39
724,787.2,1.33,384,70.1,4.51,529.57
725,758.5,1.08,309,35.0,4.94,542.22
726,740.8,2.72,367,61.8,6.25,516.18
727,750.9,0.64,54,65.1,4.86,506.47
728,767.4,0.94,262,75.0,2.97,524.77
729,723.0,1.87,462,41.2,3.93,516.26
730,711.1,1.7,382,60.2,6.32,528.94
731,759.8,0.61,488,51.7,6.47,572.13
732,701.1,0.52,60,49.1,2.99,471.54
733,770.4,2.97,74,35.3,4.05,473.31
734,664.9,2.15,63,36.7,4.33,423.97
735,801.5,1.41,449,71.8,4.62,574.07
736,773.6,1.68,231,67.5,4.07,522.25
737,762.8,1.17,475,49.1,5.11,560.34
738,799.1,1.36,81,71.4,4.43,519.45
739,833.3,2.12,385,34.0,4.57,556.98
740,800.7,2.71,483,61.2,3.87,524.13
741,658.0,0.96,177,73.4,5.78,485.03
742,686.0,2.6,195,71.9,3.61,457.27
743,718.8,0.8,152,48.6,5.38,507.08
744,751.3,1.04,28,67.3,6.0,513.37
745,775.9,0.59,19,51.4,6.99,544.39
746,713.7,0.85,481,72.0,5.5,539.76
747,759.3,2.79,281,56.5,5.23,519.34
748,712.2,1.65,180,68.2,3.31,502.56
749,719.4,0.69,424,33.9,6.47,542.85
750,679.7,2.9,373,59.5,5.14,493.02
751,703.8,2.7,25,57.5,5.31,473.05
752,682.4,2.39,89,60.5,5.4,477.0
753,701.2,2.83,293,64.8,5.11,484.97
754,802.7,1.05,199,75.9,5.01,561.73
755,702.5,2.59,157,69.3,4.64,481.48
756,881.6,2.22,172,41.0,5.73,575.07
757,774.7,2.67,452,71.3,3.5,537.28
758,759.2,2.49,274,36.1,3.48,507.47
759,707.1,1.37,369,61.1,4.15,510.21
760,785.0,2.44,147,74.1,6.25,521.35
761,721.2,1.16,310,35.1,5.45,497.64
762,756.1,1.32,475,72.5,4.37,548.49
763,878.0,0.77,374,69.9,4.2,598.5
764,745.2,2.84,408,55.2,4.92,499.29
765,807.5,1.23,39,45.4,5.4,527.3
766,714.8,1.8,313,50.3,6.36,529.58
767,748.3,1.48,489,78.4,7.05,563.61
768,838.5,2.9,177,40.1,4.87,545.21
769,718.7,1.34,100,59.0,7.2,514.98
770,840.6,2.45,100,34.2,5.08,533.69
771,785.4,2.64,220,40.9,5.3,515.02
772,721.9,1.59,339,68.2,5.98,520.67
773,781.6,1.45,309,45.1,6.12,555.77
774,798.6,2.37,183,79.3,6.58,549.13
775,781.1,2.78,143,55.0,3.71,490.52
776,671.5,2.39,382,55.8,5.12,492.19
777,713.6,1.07,33,31.8,6.26,490.13
778,737.6,2.72,210,77.8,3.93,482.67
779,746.3,1.47,228,38.7,3.13,500.71
780,781.0,1.94,16,56.9,3.51,481.28
781,758.9,2.58,15,49.8,4.88,486.17
782,683.2,0.97,127,50.8,7.02,523.69
783,769.0,2.46,170,62.2,3.49,505.76
784,780.5,1.99,94,63.1,3.83,499.13
785,778.0,2.73,375,37.7,4.5,525.32
786,804.0,0.93,257,55.0,4.01,557.86
787,791.7,1.55,175,69.5,3.83,522.98
788,773.0,2.58,437,52.2,2.96,525.38
789,746.5,0.55,154,38.3,4.47,520.9
790,667.0,0.78,40,45.7,6.96,486.46
791,771.5,2.98,430,40.6,5.55,533.3
792,760.4,1.2,404,36.3,6.18,564.78
793,763.6,2.94,229,48.9,4.4,513.95
794,686.2,0.96,142,57.0,4.16,480.15
795,695.9,1.4,73,33.6,5.52,488.64
796,802.7,2.38,85,60.2,5.08,499.07
797,748.0,2.14,140,79.7,4.94,508.06
798,784.1,1.95,321,78.2,6.68,536.63
799,751.4,1.82,328,71.5,4.19,515.94
800,751.5,2.61,370,43.3,4.06,498.4
801,796.9,1.09,47,31.1,5.85,541.77
802,724.2,1.61,63,71.7,5.72,493.02
803,754.8,0.89,139,32.8,3.96,504.36
804,726.9,1.99,227,40.3,5.08,495.55
805,728.3,1.13,11,57.2,3.21,459.23
806,734.5,1.33,255,38.9,5.3,518.82
807,761.1,1.68,149,71.7,4.53,512.37
808,726.1,0.57,305,68.9,4.75,524.27
809,812.8,0.73,267,67.8,3.86,570.41
810,705.3,2.21,114,70.8,6.19,501.72
811,740.7,1.57,390,41.0,5.26,518.95
812,728.0,2.66,345,66.4,5.99,509.75
813,822.3,2.24,487,47.8,4.9,573.17
814,759.8,0.52,194,63.3,6.19,541.18
815,801.6,2.04,312,36.1,3.13,521.01
816,675.7,0.73,253,65.3,5.01,492.21
817,763.4,2.45,173,78.6,6.2,509.81
818,794.5,2.98,141,32.2,3.02,478.26
819,754.1,1.83,212,34.7,5.13,510.92
820,803.3,2.21,417,36.2,5.58,556.84
821,724.1,1.09,219,51.5,4.62,499.75
822,820.5,1.59,356,44.5,5.99,558.65
823,864.9,2.64,110,70.3,6.0,538.96
824,731.9,0.92,455,53.7,4.38,550.7
825,727.7,1.16,395,54.2,4.61,551.45
826,822.7,1.61,280,65.9,3.84,553.08
827,829.0,2.28,468,48.1,5.32,546.59
828,723.9,1.44,484,47.7,5.2,544.04
829,729.0,2.82,58,67.8,5.0,484.02
830,735.9,0.74,377,69.0,5.1,539.4
831,682.8,1.43,248,30.7,4.14,487.23
832,704.1,2.27,224,37.2,3.57,480.03
833,699.8,1.06,300,40.7,5.44,524.32
834,711.6,2.14,381,47.6,4.8,500.68
835,748.3,0.91,359,44.6,3.97,531.81
836,761.7,0.64,440,63.4,4.27,559.93
837,827.5,0.8,289,71.4,5.92,596.41
838,700.1,2.82,476,39.6,5.86,505.48
839,799.2,1.88,325,58.1,5.66,562.49
840,739.3,2.49,486,48.4,4.96,530.64
841,747.5,1.33,86,55.3,4.32,506.89
842,783.7,1.98,313,61.0,6.32,557.08
843,693.9,1.74,160,74.7,4.68,477.25
844,769.1,2.86,405,39.6,5.27,529.18
845,758.3,2.37,306,34.4,4.15,499.38
846,774.6,2.33,166,61.4,4.76,509.12
847,764.5,0.62,207,49.7,2.33,529.28
848,872.8,1.87,444,38.1,4.37,580.42
849,718.1,1.67,393,35.9,3.48,497.7
850,723.5,2.82,416,57.9,5.22,510.19
851,718.8,1.14,296,45.0,4.4,517.28
852,722.2,1.17,414,79.9,4.7,543.72
853,718.1,1.53,33,50.3,7.13,500.94
854,809.5,1.11,465,40.6,3.98,559.44
855,821.0,0.82,18,61.4,5.12,535.7
856,721.5,2.64,415,42.2,5.22,523.87
857,708.4,1.9,141,54.7,4.05,460.13
858,773.6,2.65,86,54.1,6.1,506.65
859,722.4,2.58,235,52.7,6.65,502.09
860,781.6,1.21,140,69.8,6.2,545.2
861,760.1,1.87,494,40.8,4.05,539.25
862,674.2,0.71,385,75.2,4.3,499.28
863,827.4,2.79,421,69.6,2.97,549.53
864,839.8,1.51,99,46.7,4.82,530.03
865,719.4,1.48,126,39.0,4.89,476.15
866,730.6,1.26,119,44.0,5.78,504.79
867,764.3,1.65,386,46.6,6.76,550.5
868,766.7,1.13,363,57.8,3.74,529.88
869,782.9,1.44,280,32.3,5.14,532.18
870,850.5,2.5,401,75.7,4.77,565.48
871,741.2,2.59,441,34.9,4.85,533.03
872,710.1,1.26,236,44.0,6.56,518.86
873,681.0,1.67,481,35.5,5.1,509.76
874,713.5,2.68,253,42.8,5.55,496.7
875,748.3,0.63,317,71.9,5.47,547.91
876,839.7,2.72,64,60.8,5.22,521.72
877,724.1,1.05,46,41.4,4.23,491.25
878,761.2,2.2,397,73.6,6.87,547.03
879,749.2,1.96,64,70.0,4.97,484.94
880,809.4,1.88,21,67.7,5.53,529.04
881,876.3,2.65,412,72.4,5.25,588.39
882,723.5,0.75,472,61.0,2.89,532.33
883,725.5,1.37,194,55.1,3.96,493.14
884,802.2,1.85,487,48.7,5.11,573.25
885,784.1,2.53,246,41.2,4.15,496.29
886,842.3,1.04,302,57.9,5.4,560.68
887,779.2,2.51,213,74.5,4.09,507.97
888,732.0,1.5,220,59.7,5.02,517.19
889,779.5,0.97,235,76.0,3.29,543.84
890,805.4,2.4,16,47.8,5.84,515.42
891,791.0,0.73,229,64.8,5.45,545.78
892,775.4,1.79,320,62.4,5.5,533.68
893,803.3,0.66,37,63.5,4.91,545.74
894,808.5,1.39,486,62.3,4.3,582.47
895,819.1,2.0,302,41.1,6.58,566.54
896,782.4,1.89,221,37.2,6.67,545.45
897,741.6,1.51,198,78.9,4.93,518.15
898,757.3,1.57,84,32.3,4.43,490.96
899,810.3,1.07,251,53.4,3.27,538.25
900,709.2,1.64,123,51.3,5.23,492.95
901,768.4,2.88,176,48.0,4.33,494.88
902,730.3,2.63,115,69.1,4.52,459.03
903,751.4,0.86,160,67.3,5.96,540.74
904,813.9,0.57,445,75.3,4.04,590.13
905,759.6,2.83,375,49.8,6.92,538.9
906,752.3,1.82,93,58.2,3.98,504.87
907,682.0,1.84,221,74.6,2.95,461.47
908,787.3,2.45,276,79.7,4.34,516.81
909,782.3,1.29,331,78.5,5.36,562.6
910,858.2,1.7,278,65.9,5.14,566.65
911,734.6,2.92,470,37.2,5.18,533.17
912,761.0,2.18,434,31.2,4.72,522.82
913,762.5,0.88,186,71.3,4.5,521.13
914,828.9,0.83,280,72.0,3.76,560.09
915,745.2,1.01,321,67.3,5.13,536.17
916,764.0,2.42,191,44.0,6.06,509.24
917,780.4,1.24,168,62.0,5.01,528.19
918,759.3,0.55,198,45.8,4.24,521.06
919,727.7,2.86,195,52.5,5.15,469.31
920,759.7,0.92,480,49.1,6.46,577.9
921,803.7,0.52,453,75.7,4.8,583.59
922,698.7,1.09,318,41.7,3.76,497.08
923,756.6,1.09,479,58.9,5.22,548.55
924,715.0,1.56,255,48.0,5.59,493.22
925,809.8,2.8,326,63.2,5.87,546.28
926,673.8,2.7,473,58.2,5.7,518.02
927,722.1,1.64,393,76.2,5.17,545.71
928,768.9,1.53,51,35.1,4.17,484.31
929,828.3,1.89,294,41.0,4.02,536.68
930,746.7,1.11,477,68.3,4.66,554.99
931,722.2,0.63,485,48.4,5.62,526.95
932,844.1,2.85,420,38.3,4.35,548.18
933,677.6,0.97,309,55.2,4.51,501.81
934,640.1,1.0,486,62.6,4.11,499.65
935,772.0,1.68,398,32.2,6.56,534.78
936,724.9,1.73,445,44.6,4.78,507.15
937,698.9,0.55,378,70.5,5.67,523.12
938,785.4,0.87,371,56.0,6.58,574.06
939,762.2,1.45,495,31.8,4.05,534.66
940,721.8,2.21,446,44.1,5.76,540.74
941,686.0,1.07,445,62.0,4.91,509.92
942,793.6,1.56,303,40.0,6.41,566.84
943,782.5,1.89,437,71.4,4.21,537.82
944,745.0,2.72,190,63.8,5.21,522.64
945,842.3,1.32,380,53.6,5.63,592.71
946,696.5,0.83,395,75.8,4.32,501.87
947,673.7,1.72,374,49.6,4.79,507.53
948,715.4,2.37,191,41.8,4.86,476.44
949,747.7,0.77,349,63.1,6.09,563.61
950,762.2,1.56,470,58.7,7.22,571.93
951,737.9,0.54,227,46.8,6.58,535.27
952,767.6,0.58,172,47.2,6.44,541.36
953,687.4,1.71,55,49.9,2.0,428.04
954,822.2,1.25,465,44.6,5.13,577.39
955,745.9,2.61,101,65.5,5.06,475.09
956,805.9,2.01,114,62.6,5.8,526.41
957,767.1,1.63,216,52.0,3.56,511.88
958,772.8,1.52,448,49.9,5.73,570.48
959,778.5,1.74,337,48.3,2.91,536.34
960,772.4,0.6,148,44.2,6.03,538.52
961,782.1,2.73,38,34.3,3.35,461.35
962,816.5,3.0,260,43.4,6.22,536.83
963,759.8,0.95,462,46.1,6.17,565.45
964,785.5,0.8,200,57.4,4.67,552.7
965,745.5,0.86,56,68.7,5.44,521.46
966,822.0,2.15,376,49.8,5.0,560.05
967,716.2,2.15,260,77.2,3.52,505.67
968,840.0,2.62,272,71.4,5.56,551.39
969,748.0,2.38,382,79.2,6.19,545.42
970,678.5,1.62,73,73.8,4.68,462.97
971,756.4,2.03,347,60.8,5.64,529.99
972,715.9,2.22,329,59.9,4.12,477.65
973,792.0,1.78,357,36.5,5.92,552.99
974,717.4,1.69,277,66.1,5.01,511.12
975,727.7,2.11,21,60.0,4.99,474.38
976,655.5,1.89,301,55.3,5.47,487.61
977,727.4,2.11,38,64.7,6.53,501.92
978,628.8,2.03,148,52.2,5.53,450.15
979,670.8,2.3,446,56.2,3.92,494.28
980,788.0,2.11,463,49.9,4.28,551.1
981,789.3,1.8,94,65.9,4.93,528.61
982,771.3,2.2,83,73.8,5.5,514.58
983,701.7,1.62,260,72.0,3.84,511.53
984,747.6,1.1,233,69.3,5.35,533.33
985,749.8,0.5,56,30.7,5.89,505.0
986,692.1,1.9,426,75.6,4.5,523.83
987,825.2,1.98,90,43.7,6.97,549.02
988,793.9,2.93,460,74.4,4.26,548.07
989,739.0,1.4,130,39.8,5.2,485.87
990,751.3,1.49,52,52.0,2.91,494.6
991,760.4,1.0,155,67.5,4.68,532.45
992,647.9,0.68,83,62.0,4.85,471.18
993,737.6,2.43,62,50.8,4.57,445.99
994,715.9,1.12,242,63.9,4.26,503.2
995,699.9,2.02,304,57.4,4.48,512.69
996,735.9,2.22,372,43.8,5.63,526.07
997,839.9,1.68,209,62.3,3.08,527.49
998,782.0,2.69,171,40.2,3.14,483.24
999,721.4,1.61,46,64.7,4.51,476.52
1000,778.6,1.21,434,30.2,4.88,564.62
1001,820.0,2.74,106,57.4,4.22,495.75
1002,796.2,2.65,58,50.1,5.06,511.61
1003,753.0,0.91,393,45.2,5.62,559.33
1004,717.7,0.56,19,55.8,5.98,524.05
1005,784.9,0.72,49,62.3,6.32,542.91
1006,769.7,1.22,411,78.3,3.68,535.85
1007,794.8,2.93,162,71.7,4.23,506.55
1008,781.8,1.9,115,65.9,4.12,498.69
1009,802.5,1.43,50,53.9,6.01,534.12
1010,723.2,2.72,173,49.6,4.37,492.37
1011,815.9,1.63,267,31.6,5.31,539.2
1012,759.9,1.29,220,48.0,3.59,520.84
1013,853.8,2.85,211,72.4,4.36,535.75
1014,715.5,2.62,442,49.2,4.1,487.36
1015,836.8,2.61,204,53.1,5.68,559.43
1016,759.9,1.78,62,43.6,3.75,487.8
1017,717.4,2.47,156,43.7,6.78,497.97
1018,725.8,0.95,291,33.1,5.22,528.54
1019,734.0,1.93,319,60.7,4.27,494.09
1020,771.2,2.96,252,52.4,5.34,508.71
1021,776.1,1.23,60,60.3,4.19,492.26
1022,721.3,2.49,418,57.3,3.94,499.98
1023,748.8,1.73,123,69.9,5.7,523.19
1024,857.1,0.6,282,67.6,6.37,606.08
1025,836.4,2.41,467,68.6,5.38,572.98
1026,771.8,0.92,129,55.0,3.77,515.03
1027,751.9,2.08,198,47.7,4.18,496.92
1028,756.0,0.71,55,76.7,6.53,533.94
1029,780.7,2.87,252,32.7,5.79,509.64
1030,698.9,1.23,320,37.6,3.87,495.52
1031,737.1,1.07,59,51.0,4.29,493.45
1032,666.6,0.82,340,60.7,5.19,512.02
1033,770.0,2.87,20,30.4,4.86,476.95
1034,782.4,2.28,405,66.0,7.09,546.86
1035,725.8,2.35,433,57.9,4.27,501.49
1036,828.7,1.75,57,54.2,5.6,540.89
1037,688.7,1.69,386,51.2,5.3,506.19
1038,676.8,0.78,65,56.0,3.34,458.61
1039,761.2,1.9,17,38.1,2.61,465.28
1040,802.4,1.12,481,35.4,4.62,567.59
1041,834.2,2.94,23,44.5,5.42,493.57
1042,727.1,2.49,224,65.5,6.59,526.41
1043,803.9,1.53,379,59.4,4.22,553.88
1044,748.1,0.88,449,54.0,5.47,557.47
1045,741.4,2.46,254,58.6,4.71,502.68
1046,794.2,0.81,63,58.0,6.73,554.13
1047,782.6,0.97,493,45.4,4.96,577.13
1048,671.2,1.03,282,34.9,4.56,487.17
1049,823.8,1.89,438,74.8,5.17,568.84
1050,819.0,2.47,398,60.0,5.19,570.74
1051,718.7,1.29,140,64.9,6.4,512.05
1052,769.8,0.71,18,53.2,5.01,519.75
1053,774.7,1.66,221,67.8,5.43,522.49
1054,763.0,2.37,131,59.2,3.35,493.29
1055,722.5,1.05,123,32.7,3.84,470.7
1056,716.4,1.05,29,74.5,4.62,484.03
1057,748.7,2.87,348,45.3,5.1,511.63
1058,808.6,2.89,30,36.9,4.24,506.76
1059,777.2,2.98,217,34.4,5.28,511.14
1060,731.5,2.52,42,66.0,4.48,485.37
1061,788.6,0.97,142,65.2,6.7,555.21
1062,607.6,1.03,417,65.0,4.79,473.88
1063,807.4,1.35,200,75.8,5.43,541.14
1064,663.0,1.3,472,47.4,4.78,515.58
1065,731.9,2.89,35,58.1,4.91,456.45
1066,694.0,2.47,373,61.0,5.55,487.0
1067,685.3,2.31,98,79.0,5.14,459.18
1068,808.0,0.96,101,45.6,4.48,533.48
1069,726.6,2.77,42,77.8,5.34,467.36
1070,767.3,2.57,247,37.4,4.84,519.42
1071,747.7,0.91,27,68.2,5.58,514.81
1072,773.9,2.68,283,61.6,6.15,531.58
1073,753.8,1.18,431,70.8,5.99,565.72
1074,685.9,0.7,298,31.4,3.94,501.29
1075,799.8,2.14,36,33.9,2.0,483.79
1076,725.3,2.13,314,33.5,7.26,514.03
1077,672.2,0.74,443,59.6,5.52,538.98
1078,728.6,1.3,408,60.1,5.38,544.37
1079,825.0,2.98,117,75.3,4.29,511.93
1080,792.5,2.2,470,53.4,2.95,546.18
1081,732.6,2.33,445,33.4,3.0,488.65
1082,732.5,1.03,235,40.5,4.66,520.66
1083,733.9,0.7,333,30.4,5.15,533.97
1084,853.8,1.19,364,68.8,6.69,582.66
1085,769.1,1.12,28,70.8,5.24,534.87
1086,771.5,1.09,232,79.9,5.67,533.76
1087,801.5,0.98,290,50.6,4.47,557.16
1088,761.9,1.94,113,31.0,4.54,507.8
1089,737.0,1.32,341,41.7,3.53,487.06
1090,740.2,2.55,341,59.4,3.77,504.98
1091,746.4,0.96,371,78.1,3.76,546.35
1092,748.1,1.66,418,35.2,4.64,541.31
1093,786.4,0.53,298,36.1,3.34,551.27
1094,752.6,1.7,453,65.1,4.19,548.68
1095,786.6,0.64,46,63.4,4.96,524.54
1096,746.0,2.94,357,42.5,2.6,491.76
1097,753.9,2.48,389,70.7,6.48,561.6
1098,650.1,1.73,253,36.4,6.78,496.32
1099,795.8,0.72,52,76.3,6.03,537.21
1100,767.3,1.98,135,40.1,5.39,518.28
1101,799.9,2.4,18,34.1,5.33,513.51
1102,605.2,0.98,23,47.0,5.53,430.36
1103,854.4,1.92,140,39.4,5.09,545.38
1104,743.0,2.54,334,56.3,5.18,511.58
1105,805.4,2.42,193,64.3,3.34,523.0
1106,698.0,2.51,291,54.5,5.12,484.42
1107,780.6,2.7,392,63.0,5.5,534.02
1108,697.3,2.84,62,48.2,5.34,466.98
1109,718.8,1.51,50,31.4,6.15,474.88
1110,845.7,1.92,347,78.7,6.47,589.93
1111,740.5,2.48,367,71.0,4.47,508.52
1112,760.9,2.24,30,33.7,3.87,484.63
1113,793.5,2.99,386,52.5,6.26,538.77
1114,774.8,0.53,304,61.8,5.67,561.2
1115,757.5,1.39,217,39.5,4.43,489.68
1116,768.2,1.2,497,58.9,4.78,562.7
1117,870.2,1.16,160,56.7,4.7,565.75
1118,747.1,1.06,486,40.4,5.27,554.23
1119,760.1,2.27,467,37.1,6.44,561.07
1120,802.5,0.71,451,67.9,4.1,582.4
1121,805.3,2.35,78,46.1,5.29,516.94
1122,809.4,2.23,340,42.2,5.26,539.45
1123,781.9,1.13,422,66.9,3.01,569.23
1124,692.8,1.13,327,66.8,7.5,516.12
1125,831.7,2.07,446,43.8,5.21,560.01
1126,692.7,2.41,310,73.6,6.16,495.88
1127,765.1,2.69,36,64.4,3.38,475.0
1128,712.3,2.63,125,47.3,6.93,487.25
1129,746.8,2.91,427,51.4,4.65,508.48
1130,766.4,1.95,151,66.3,2.7,495.04
1131,766.1,2.77,50,40.6,3.58,481.36
1132,771.1,2.52,115,53.4,3.77,488.95
1133,830.7,2.74,83,62.7,4.23,501.71
1134,772.7,0.53,69,57.0,3.71,512.79
1135,737.8,2.91,307,60.4,5.81,501.51
1136,798.2,1.68,131,57.3,5.18,514.09
1137,809.5,2.5,444,40.0,5.51,557.28
1138,688.6,0.82,212,50.5,5.43,492.74
1139,779.9,1.49,20,56.6,4.75,502.22
1140,785.1,1.18,428,69.0,3.44,557.67
1141,735.1,1.23,156,62.7,3.49,499.61
1142,818.8,0.81,225,51.3,3.53,558.19
1143,742.5,2.51,383,78.7,3.91,498.14
1144,756.3,0.52,330,35.4,6.69,555.81
1145,741.3,1.28,469,40.3,3.5,540.61
1146,750.8,0.94,454,47.1,6.48,548.3
1147,695.2,1.97,312,41.4,3.95,482.95
1148,678.0,1.14,23,61.3,3.64,459.03
