ID_Registro,Demanda_Historica_MesAnterior,Precio_Materia_Prima_USD,Capacidad_Almacen_Pct,Indice_Estacionalidad,Ordenes_Pendientes_Clientes,Demanda_Estimada_Unidades
576,463.0,38.11,44.4,1.24,126,761.0
577,569.0,40.82,67.6,1.07,73,650.0
578,454.0,32.87,62.7,1.29,114,704.0
579,545.0,31.67,69.1,1.15,18,539.0
580,498.0,18.36,43.3,1.38,59,646.0
581,572.0,25.75,44.2,1.35,144,909.0
582,563.0,25.57,68.5,1.32,24,579.0
583,511.0,25.57,84.8,1.26,118,792.0
584,608.0,41.68,29.7,1.22,87,738.0
585,461.0,16.54,73.8,1.45,133,831.0
586,493.0,19.03,51.1,1.3,102,747.0
587,615.0,41.76,46.5,0.86,107,736.0
588,479.0,18.68,47.0,0.81,22,475.0
589,609.0,38.85,70.7,1.36,15,574.0
590,652.0,36.24,63.2,1.24,132,901.0
591,487.0,35.76,35.8,1.48,34,548.0
592,360.0,26.23,28.4,1.36,134,749.0
593,455.0,26.1,91.7,1.18,139,812.0
594,330.0,18.84,82.4,1.32,73,565.0
595,506.0,25.98,68.6,1.02,26,508.0
596,459.0,25.26,43.6,1.48,32,531.0
597,424.0,37.42,40.4,1.03,23,430.0
598,539.0,43.86,91.5,1.34,85,697.0
599,517.0,39.2,87.1,1.36,149,907.0
600,415.0,40.86,78.2,1.25,100,637.0
601,493.0,15.5,74.4,1.2,120,807.0
602,492.0,16.14,71.6,1.19,71,677.0
603,602.0,44.46,31.1,1.16,39,591.0
604,518.0,20.13,57.0,1.41,80,742.0
605,429.0,35.78,56.6,1.09,122,703.0
606,458.0,32.4,39.0,1.19,106,708.0
607,623.0,43.55,34.5,1.48,92,755.0
608,450.0,29.26,82.1,1.34,96,693.0
609,476.0,22.49,91.3,1.48,134,856.0
610,515.0,30.02,50.5,1.33,74,688.0
611,371.0,17.33,77.6,1.34,34,480.0
612,478.0,41.04,68.9,1.33,65,621.0
613,370.0,19.85,69.1,1.25,149,797.0
614,452.0,40.84,47.3,1.2,80,605.0
615,613.0,21.99,64.3,1.29,148,961.0
616,475.0,35.13,90.3,1.05,80,628.0
617,471.0,23.24,37.9,1.23,125,803.0
618,471.0,22.11,86.0,1.2,26,533.0
619,449.0,24.3,40.8,1.36,138,824.0
620,529.0,15.96,66.4,0.81,40,545.0
621,475.0,16.3,91.0,0.83,104,682.0
622,510.0,44.09,29.8,0.99,17,455.0
623,501.0,36.22,71.3,0.84,103,665.0
624,443.0,21.96,61.4,0.93,68,576.0
625,552.0,17.5,74.7,0.99,91,748.0
626,540.0,25.3,43.9,1.25,75,702.0
627,578.0,38.24,26.8,1.1,11,499.0
628,549.0,32.12,31.9,1.24,20,506.0
629,390.0,21.08,35.1,1.43,12,426.0
630,389.0,32.55,77.1,1.27,42,497.0
631,635.0,44.03,70.7,1.11,115,783.0
632,383.0,31.97,92.6,1.36,67,560.0
633,439.0,31.03,42.3,0.93,88,611.0
634,498.0,22.86,68.0,0.89,31,511.0
635,489.0,38.79,29.8,0.91,50,544.0
636,603.0,40.82,82.6,0.88,37,560.0
637,530.0,31.16,89.4,0.97,139,795.0
638,470.0,41.12,86.6,1.38,83,644.0
639,523.0,20.72,29.0,1.46,116,821.0
640,499.0,24.67,62.1,1.06,102,709.0
641,578.0,44.28,56.0,1.33,60,666.0
642,674.0,34.27,43.8,0.98,12,555.0
643,417.0,18.58,44.0,1.25,46,555.0
644,425.0,16.18,50.8,0.93,20,452.0
645,367.0,41.28,94.3,0.97,54,443.0
646,542.0,16.86,48.0,1.39,65,681.0
647,428.0,32.86,55.0,0.89,42,509.0
648,513.0,20.06,62.8,1.08,134,835.0
649,444.0,28.57,93.7,1.23,112,721.0
650,439.0,37.25,42.5,1.16,67,551.0
651,458.0,25.83,88.0,1.01,119,730.0
652,469.0,27.44,68.4,1.31,143,850.0
653,553.0,18.37,65.4,1.03,16,521.0
654,522.0,32.51,42.5,1.05,111,712.0
655,551.0,35.46,84.1,1.47,100,751.0
656,502.0,16.11,49.3,1.34,83,700.0
657,539.0,38.48,93.2,1.06,14,482.0
658,546.0,25.91,34.7,1.08,64,670.0
659,369.0,27.12,76.0,0.96,102,633.0
660,596.0,35.95,75.8,1.13,138,882.0
661,394.0,42.98,70.9,0.83,59,457.0
662,660.0,42.8,34.2,0.86,31,566.0
663,598.0,33.0,42.4,1.46,14,566.0
664,485.0,19.31,89.3,1.09,66,647.0
665,376.0,43.39,80.7,0.81,143,670.0
666,455.0,16.26,50.5,0.97,96,682.0
667,410.0,37.55,56.0,0.99,139,743.0
668,515.0,33.1,88.3,1.4,93,711.0
669,466.0,35.92,55.6,1.4,47,568.0
670,566.0,29.89,37.9,0.87,31,506.0
671,429.0,38.04,84.4,0.88,85,604.0
672,397.0,20.32,61.5,1.4,47,533.0
673,530.0,21.29,81.9,1.44,134,885.0
674,373.0,22.42,34.3,1.16,131,753.0
675,473.0,28.63,66.9,1.11,136,799.0
676,430.0,39.98,82.5,1.44,149,809.0
677,424.0,42.06,62.7,1.01,59,521.0
678,621.0,34.82,24.6,1.2,15,530.0
679,702.0,42.3,35.9,0.94,98,791.0
680,504.0,39.71,38.7,1.41,108,756.0
681,480.0,23.74,67.1,1.47,80,674.0
682,455.0,28.2,72.5,1.36,144,842.0
683,509.0,30.39,52.2,1.26,108,761.0
684,510.0,27.93,75.1,0.96,39,539.0
685,571.0,34.72,88.4,1.45,129,898.0
686,482.0,38.13,26.7,1.0,114,729.0
687,616.0,15.05,32.7,1.07,113,826.0
688,472.0,18.71,69.5,0.87,102,733.0
689,496.0,39.59,21.0,1.32,114,769.0
690,482.0,15.42,56.3,1.08,29,554.0
691,458.0,42.87,26.6,1.12,92,639.0
692,317.0,26.18,62.9,1.31,78,543.0
693,550.0,22.28,71.7,1.33,106,796.0
694,632.0,20.01,48.2,1.21,12,596.0
695,482.0,35.33,28.3,1.48,143,803.0
696,479.0,35.72,37.0,1.28,18,509.0
697,435.0,20.6,58.0,1.41,48,593.0
698,512.0,41.8,85.6,1.18,35,542.0
699,468.0,19.9,48.5,1.41,59,635.0
700,503.0,18.47,93.6,0.84,149,854.0
701,523.0,44.88,26.4,1.3,56,578.0
702,518.0,26.3,66.4,1.42,39,589.0
703,484.0,35.7,77.3,1.49,143,838.0
704,566.0,19.4,76.3,1.35,91,801.0
705,440.0,25.86,81.7,1.14,140,779.0
706,427.0,32.89,27.9,1.09,94,640.0
707,494.0,44.41,28.3,1.26,129,782.0
708,564.0,35.25,37.7,1.19,109,763.0
709,380.0,41.94,49.3,1.38,18,397.0
710,566.0,33.09,83.9,0.83,10,465.0
711,335.0,20.45,63.8,1.01,132,680.0
712,556.0,29.53,91.2,1.06,119,779.0
713,474.0,19.51,55.2,1.23,87,725.0
714,469.0,43.6,63.6,1.38,65,613.0
715,564.0,27.2,77.8,1.12,60,660.0
716,462.0,22.94,26.8,0.82,58,553.0
717,411.0,36.59,51.9,0.98,80,576.0
718,537.0,17.85,90.8,1.14,35,592.0
719,450.0,35.83,34.9,1.08,98,656.0
720,445.0,30.38,47.7,0.82,24,457.0
721,399.0,28.82,62.8,1.39,88,659.0
722,556.0,19.35,56.8,1.08,113,808.0
723,485.0,35.65,55.5,0.87,40,486.0
724,453.0,17.51,55.0,0.98,139,799.0
725,485.0,26.59,75.7,1.21,65,618.0
726,479.0,27.42,94.6,1.18,104,714.0
727,526.0,31.98,34.7,0.83,22,480.0
728,580.0,17.07,49.1,1.18,29,618.0
729,484.0,16.94,69.2,0.86,97,689.0
730,456.0,23.87,60.5,0.82,81,624.0
731,461.0,26.65,80.5,0.82,61,570.0
732,559.0,17.2,33.0,1.22,23,573.0
733,577.0,28.07,62.6,1.46,59,705.0
734,553.0,19.54,67.4,1.26,81,747.0
735,603.0,27.3,63.5,1.14,49,614.0
736,442.0,44.0,79.8,1.11,142,758.0
737,394.0,39.63,60.0,1.4,142,786.0
738,360.0,18.52,32.3,0.98,53,472.0
739,456.0,38.67,27.6,1.15,105,690.0
740,472.0,21.57,24.3,1.35,75,671.0
741,487.0,40.41,46.9,0.96,84,614.0
742,393.0,30.56,72.7,0.85,136,738.0
743,468.0,42.14,57.6,1.29,101,676.0
744,569.0,30.11,39.7,1.29,27,547.0
745,603.0,35.5,29.8,1.27,74,688.0
746,390.0,27.46,30.6,1.5,105,688.0
747,555.0,35.44,54.3,1.26,52,619.0
748,442.0,42.48,77.3,1.2,57,517.0
749,410.0,26.38,65.2,0.92,73,569.0
750,472.0,38.88,55.5,0.99,15,417.0
751,542.0,42.16,62.0,1.17,89,710.0
752,310.0,15.77,48.9,1.23,59,518.0
753,604.0,27.44,84.3,0.98,104,790.0
754,545.0,16.56,59.3,1.18,67,688.0
755,562.0,36.51,74.5,1.12,91,719.0
756,437.0,43.3,32.1,1.37,143,798.0
757,529.0,23.87,67.7,1.07,63,633.0
758,556.0,22.52,40.1,1.19,48,619.0
759,455.0,43.43,61.3,1.17,100,670.0
760,571.0,35.57,30.7,1.2,38,556.0
761,515.0,24.38,40.2,1.47,11,534.0
762,548.0,43.19,82.2,1.29,71,648.0
763,417.0,43.72,91.0,1.43,61,546.0
764,497.0,25.28,33.5,1.34,24,555.0
765,472.0,21.83,54.3,1.15,139,839.0
766,572.0,42.79,54.3,1.16,121,792.0
767,362.0,25.0,67.7,1.07,91,614.0
768,406.0,39.02,84.8,0.96,30,447.0
769,556.0,17.45,91.7,1.21,77,707.0
770,625.0,28.54,60.0,1.21,143,928.0
771,484.0,36.56,30.0,1.16,131,780.0
772,575.0,35.54,35.7,1.0,38,563.0
773,507.0,26.92,23.8,0.85,80,643.0
774,518.0,20.98,50.0,1.18,140,874.0
775,552.0,32.35,20.4,1.16,85,704.0
776,391.0,32.04,48.6,0.97,127,695.0
777,497.0,42.45,48.7,1.1,134,759.0
778,507.0,18.78,76.5,1.42,148,899.0
779,536.0,41.37,70.7,0.82,94,642.0
780,381.0,22.73,91.4,1.0,16,407.0
781,433.0,15.22,43.4,1.46,137,855.0
782,548.0,37.73,35.3,1.46,71,704.0
783,630.0,35.14,33.2,1.4,87,797.0
784,326.0,31.44,92.9,1.45,53,497.0
785,431.0,41.24,91.7,1.07,53,518.0
786,449.0,25.92,59.5,1.05,111,698.0
787,694.0,38.03,84.2,0.99,149,976.0
788,613.0,21.82,48.4,0.91,78,716.0
789,468.0,15.33,38.3,0.98,57,577.0
790,442.0,20.68,84.3,1.14,104,720.0
791,501.0,15.28,55.0,0.85,21,479.0
792,452.0,42.14,59.6,1.21,11,442.0
793,547.0,23.63,83.0,1.49,51,672.0
794,591.0,32.56,53.8,0.84,76,674.0
795,455.0,41.37,50.2,0.83,13,391.0
796,505.0,17.89,52.1,1.08,50,628.0
797,369.0,31.77,36.3,1.22,99,629.0
798,599.0,26.82,92.5,1.03,51,605.0
799,499.0,22.05,31.4,0.86,148,861.0
800,354.0,25.51,53.4,1.26,46,497.0
801,388.0,44.42,73.5,1.23,36,431.0
802,473.0,43.29,38.5,1.07,75,573.0
803,366.0,30.35,71.9,1.03,33,406.0
804,352.0,26.65,38.5,1.14,33,427.0
805,484.0,23.27,76.1,1.07,34,534.0
806,600.0,16.23,67.7,0.98,51,630.0
807,469.0,33.08,78.2,1.13,90,647.0
808,449.0,32.85,52.7,1.21,55,568.0
809,630.0,20.3,69.8,1.26,139,935.0
810,501.0,40.06,93.9,1.27,59,580.0
811,458.0,42.63,89.7,1.5,11,460.0
812,366.0,44.28,74.2,1.25,139,741.0
813,579.0,29.7,22.7,1.28,58,673.0
814,450.0,23.4,82.4,1.0,121,725.0
815,466.0,19.63,85.7,1.12,46,573.0
816,310.0,33.43,43.8,1.28,107,630.0
817,478.0,27.64,66.2,1.0,136,794.0
818,546.0,39.0,84.8,0.86,134,771.0
819,372.0,40.08,33.5,1.18,19,380.0
820,349.0,24.86,32.7,1.01,43,450.0
821,416.0,22.85,71.0,1.19,123,758.0
822,569.0,35.1,21.5,1.14,136,853.0
823,617.0,39.49,92.8,0.82,79,672.0
824,429.0,29.43,84.1,1.33,116,738.0
825,562.0,35.44,53.9,1.0,146,865.0
826,506.0,28.83,61.0,0.89,90,666.0
827,561.0,42.78,58.9,0.83,111,730.0
828,411.0,21.17,24.0,1.43,60,579.0
829,452.0,20.85,28.4,0.86,99,657.0
830,497.0,26.43,24.5,1.31,138,851.0
831,456.0,20.23,24.0,1.47,108,781.0
832,424.0,35.52,47.5,1.04,72,529.0
833,469.0,30.55,73.7,1.21,134,829.0
834,531.0,42.05,86.1,0.84,143,794.0
835,548.0,23.06,82.2,1.21,44,610.0
836,443.0,39.98,87.9,1.33,51,555.0
837,417.0,32.77,73.3,1.32,51,527.0
838,467.0,31.13,74.1,1.11,47,554.0
839,581.0,21.44,90.2,1.38,134,908.0
840,539.0,19.96,82.3,0.81,124,786.0
841,499.0,33.04,26.4,0.89,33,486.0
842,425.0,30.87,27.1,1.02,120,706.0
843,453.0,28.21,58.2,1.06,10,426.0
844,556.0,23.02,32.6,1.07,67,658.0
845,520.0,37.94,49.2,1.02,149,858.0
846,417.0,41.55,71.3,1.18,67,560.0
847,415.0,22.23,39.0,0.97,20,410.0
848,473.0,21.5,64.9,1.15,12,468.0
849,524.0,29.98,29.6,1.27,13,502.0
850,411.0,44.46,50.7,1.33,126,679.0
851,555.0,17.28,43.1,1.01,87,744.0
852,524.0,22.23,72.0,1.1,80,730.0
853,548.0,41.34,75.8,1.2,10,480.0
854,362.0,34.2,39.3,1.06,139,704.0
855,487.0,35.71,94.1,1.11,69,587.0
856,593.0,17.2,39.2,1.02,68,688.0
857,529.0,28.32,67.3,0.94,131,832.0
858,491.0,26.47,54.9,1.35,64,672.0
859,414.0,38.37,34.0,1.05,142,732.0
860,500.0,37.99,80.3,1.21,74,633.0
861,533.0,23.78,92.7,1.04,53,608.0
862,480.0,34.81,68.0,1.21,69,618.0
863,494.0,37.9,89.2,0.88,60,535.0
864,503.0,17.29,48.5,1.19,126,801.0
865,427.0,36.86,60.1,1.23,25,444.0
866,526.0,18.68,61.9,1.47,141,899.0
867,455.0,32.35,63.2,1.03,119,716.0
868,505.0,29.94,28.7,0.84,141,805.0
869,536.0,34.51,59.3,1.28,43,567.0
870,559.0,40.18,29.7,1.07,40,535.0
871,554.0,21.03,32.4,1.43,63,693.0
872,632.0,19.52,92.4,1.28,83,802.0
873,631.0,32.4,62.1,1.48,16,579.0
874,487.0,23.38,39.3,0.84,126,749.0
875,572.0,24.64,51.7,1.11,20,528.0
876,512.0,19.42,63.2,1.46,139,894.0
877,594.0,27.0,44.9,1.48,113,858.0
878,545.0,43.7,87.0,0.89,91,667.0
879,622.0,41.71,23.4,1.24,115,828.0
880,510.0,32.25,43.0,0.87,26,477.0
881,607.0,42.32,56.2,1.41,64,703.0
882,335.0,38.5,91.6,1.45,80,554.0
883,514.0,40.66,56.9,1.0,87,652.0
884,511.0,39.9,62.6,1.4,39,558.0
885,465.0,43.22,26.8,1.14,103,639.0
886,418.0,27.98,59.8,0.8,72,519.0
887,468.0,43.41,94.0,1.39,43,540.0
888,433.0,24.16,93.1,0.89,48,510.0
889,476.0,26.58,82.6,0.95,23,454.0
890,570.0,32.67,49.8,1.34,127,839.0
891,427.0,21.54,92.8,1.05,126,723.0
892,567.0,41.97,65.1,1.23,112,765.0
893,433.0,21.25,72.5,1.15,112,738.0
894,496.0,33.09,40.1,1.16,80,636.0
895,479.0,21.5,48.0,1.4,102,754.0
896,560.0,27.79,32.0,0.89,123,805.0
897,562.0,37.78,54.7,1.43,90,753.0
898,480.0,19.89,35.1,1.36,87,705.0
899,632.0,21.09,28.1,0.83,136,898.0
900,449.0,25.43,56.3,1.43,84,705.0
901,638.0,20.55,33.6,1.39,86,803.0
902,515.0,37.93,91.5,0.94,67,591.0
903,478.0,43.06,81.0,1.13,28,452.0
904,462.0,19.28,67.0,0.81,74,584.0
905,448.0,17.12,52.5,1.43,12,492.0
906,376.0,20.36,27.7,0.87,111,653.0
907,451.0,34.1,61.2,1.42,50,585.0
908,614.0,20.17,42.7,1.46,81,818.0
909,476.0,40.92,64.3,0.96,121,733.0
910,476.0,28.71,30.7,1.01,66,603.0
911,465.0,39.12,51.9,1.45,81,664.0
912,686.0,32.47,64.3,0.89,84,745.0
913,474.0,37.61,92.8,1.29,26,476.0
914,604.0,40.12,76.0,1.47,94,795.0
915,500.0,21.83,20.0,1.46,40,602.0
916,532.0,18.85,20.6,1.14,91,731.0
917,468.0,21.04,56.8,0.85,116,687.0
918,499.0,20.16,79.8,1.01,68,624.0
919,359.0,31.26,54.0,1.3,125,724.0
920,517.0,24.62,22.5,0.87,11,471.0
921,547.0,15.22,89.6,1.36,142,910.0
922,420.0,38.02,59.9,1.19,10,388.0
923,449.0,20.02,89.4,1.01,99,716.0
924,431.0,34.89,70.7,1.28,82,630.0
925,633.0,44.01,49.9,0.84,10,506.0
926,540.0,37.06,83.5,1.23,124,785.0
927,507.0,24.42,94.7,1.29,130,839.0
928,393.0,21.84,66.7,1.19,56,550.0
929,616.0,24.93,81.0,1.11,114,841.0
930,620.0,15.46,37.0,1.26,18,620.0
931,661.0,27.69,90.4,1.24,122,897.0
932,512.0,35.72,34.4,1.46,120,814.0
933,494.0,21.88,67.8,1.02,44,553.0
934,513.0,19.62,51.2,1.0,98,736.0
935,444.0,42.09,58.4,1.37,134,746.0
936,525.0,41.87,21.7,1.14,34,549.0
937,428.0,36.65,52.1,1.16,20,436.0
938,483.0,21.49,78.4,1.46,52,620.0
939,507.0,22.82,89.9,1.25,39,594.0
940,590.0,42.29,84.3,1.36,130,847.0
941,430.0,31.11,21.3,0.87,109,625.0
942,377.0,19.1,68.6,1.34,143,811.0
943,377.0,28.14,23.1,1.37,138,770.0
944,390.0,28.33,50.3,1.39,37,512.0
945,585.0,36.16,48.2,0.81,73,649.0
946,496.0,24.44,55.0,0.93,132,826.0
947,566.0,33.56,90.0,0.83,126,804.0
948,524.0,22.85,89.8,1.2,32,567.0
949,708.0,25.9,82.0,1.2,17,639.0
950,510.0,28.41,37.3,1.13,89,667.0
951,574.0,33.52,28.6,1.48,41,646.0
952,495.0,26.97,55.6,0.91,38,530.0
953,512.0,25.46,83.6,1.22,43,590.0
954,501.0,17.41,88.1,1.22,34,574.0
955,360.0,41.25,93.9,1.3,106,614.0
956,577.0,41.7,56.2,0.96,35,528.0
957,468.0,26.41,43.6,0.98,109,716.0
958,582.0,17.27,38.3,1.14,100,808.0
959,367.0,34.56,88.5,1.19,88,602.0
960,507.0,19.3,80.3,1.11,83,671.0
961,575.0,42.92,67.9,0.97,41,550.0
962,498.0,37.16,21.6,1.29,110,756.0
963,587.0,25.22,53.5,1.27,51,649.0
964,464.0,22.2,86.3,0.81,112,727.0
965,577.0,28.77,58.6,1.27,103,789.0
966,478.0,28.81,38.9,1.19,19,473.0
967,346.0,19.57,32.5,0.86,123,690.0
968,421.0,23.21,77.7,1.04,17,406.0
969,487.0,34.02,29.8,1.19,25,498.0
970,416.0,37.26,53.6,1.36,14,443.0
971,411.0,20.48,20.1,1.0,130,770.0
972,409.0,15.14,69.4,1.41,109,761.0
973,597.0,17.65,30.5,1.37,120,888.0
974,510.0,28.24,92.6,1.13,102,728.0
975,603.0,37.4,43.3,0.9,148,882.0
976,276.0,25.44,41.8,1.12,113,621.0
977,619.0,41.66,32.1,1.36,87,777.0
978,518.0,37.39,39.0,1.13,92,694.0
979,502.0,26.14,57.5,1.01,22,513.0
980,426.0,33.78,69.4,0.9,18,404.0
981,526.0,33.07,66.3,1.1,144,869.0
982,499.0,26.08,26.1,1.48,84,699.0
983,610.0,23.75,27.2,1.0,143,925.0
984,508.0,21.92,73.5,0.91,79,661.0
985,692.0,17.16,82.2,0.82,144,954.0
986,486.0,16.4,72.3,1.19,102,723.0
987,481.0,31.15,36.5,1.18,130,777.0
988,561.0,28.07,24.1,1.25,36,599.0
989,515.0,23.81,38.4,1.1,64,639.0
990,420.0,15.13,45.4,1.18,106,734.0
991,473.0,31.62,87.6,1.46,132,838.0
992,384.0,32.23,64.0,1.11,143,767.0
993,565.0,20.45,87.8,1.26,107,796.0
994,637.0,22.73,22.7,1.31,52,718.0
995,418.0,25.15,68.5,1.36,91,678.0
996,358.0,41.6,41.0,0.95,84,514.0
997,567.0,30.63,53.9,1.13,121,839.0
998,570.0,36.19,27.9,1.07,139,825.0
999,336.0,33.51,59.7,1.27,92,592.0
1000,582.0,42.5,42.3,1.34,144,884.0
1001,497.0,32.37,71.2,1.02,139,801.0
1002,541.0,34.87,46.9,0.85,142,829.0
1003,465.0,43.0,24.8,1.23,55,564.0
1004,580.0,18.66,79.4,1.33,148,961.0
1005,492.0,33.61,71.1,0.93,83,636.0
1006,521.0,30.01,63.4,0.95,41,542.0
1007,461.0,31.21,93.1,1.09,39,495.0
1008,558.0,18.07,77.7,0.92,31,555.0
1009,409.0,27.88,42.1,1.13,32,474.0
1010,539.0,41.2,57.2,1.07,10,468.0
1011,511.0,32.47,50.8,1.42,106,773.0
1012,666.0,20.28,28.2,1.01,96,818.0
1013,378.0,31.08,70.9,1.05,128,699.0
1014,372.0,36.75,73.0,1.15,91,601.0
1015,473.0,41.52,27.5,1.16,149,825.0
1016,434.0,23.34,23.0,1.17,145,813.0
1017,564.0,22.59,60.5,1.23,74,732.0
1018,407.0,24.04,69.7,0.95,146,766.0
1019,445.0,34.98,64.8,1.09,56,555.0
1020,515.0,32.6,29.8,0.81,109,714.0
1021,390.0,38.05,67.6,1.06,113,649.0
1022,594.0,29.95,24.9,1.11,133,838.0
1023,488.0,15.32,26.2,0.95,110,771.0
1024,411.0,29.69,65.4,1.22,105,701.0
1025,427.0,25.64,64.5,0.94,82,599.0
1026,475.0,25.97,57.9,1.05,114,729.0
1027,394.0,29.95,42.4,1.04,137,700.0
1028,411.0,37.36,65.4,1.2,138,755.0
1029,663.0,21.69,72.2,1.42,75,818.0
1030,377.0,36.44,51.8,1.25,142,758.0
1031,448.0,26.32,24.3,0.9,141,766.0
1032,470.0,34.14,65.6,0.94,80,611.0
1033,762.0,30.92,89.4,1.35,85,849.0
1034,532.0,23.79,48.0,0.95,113,777.0
1035,608.0,34.81,33.5,0.95,121,827.0
1036,334.0,36.85,86.3,1.4,64,514.0
1037,654.0,43.82,81.4,1.07,98,762.0
1038,393.0,44.13,46.2,1.13,46,501.0
1039,435.0,38.65,33.2,1.42,88,636.0
1040,540.0,41.05,40.2,1.11,108,768.0
1041,465.0,44.02,94.9,1.42,81,611.0
1042,433.0,23.25,20.6,0.81,67,560.0
1043,354.0,35.65,92.5,1.22,44,473.0
1044,491.0,40.85,34.3,1.13,74,631.0
1045,521.0,33.46,34.7,0.98,74,651.0
1046,457.0,42.11,93.8,0.9,131,735.0
1047,371.0,34.72,94.4,1.34,72,532.0
1048,429.0,18.57,93.8,0.85,77,584.0
1049,564.0,24.53,66.3,1.3,37,620.0
1050,522.0,16.64,34.7,1.13,61,685.0
1051,512.0,17.18,94.7,1.28,14,551.0
1052,657.0,16.52,67.1,1.35,106,914.0
1053,530.0,20.37,88.7,1.19,77,685.0
1054,610.0,21.04,50.2,1.43,122,896.0
1055,435.0,23.25,91.6,0.93,64,593.0
1056,457.0,17.66,31.3,1.18,17,484.0
1057,524.0,38.89,25.2,1.1,27,516.0
1058,550.0,15.42,61.5,0.88,86,689.0
1059,508.0,44.94,63.7,1.32,44,556.0
1060,493.0,29.79,87.9,1.31,109,752.0
1061,376.0,19.74,50.7,0.98,92,618.0
1062,459.0,29.77,41.4,1.29,17,460.0
1063,572.0,31.37,51.4,1.41,41,643.0
1064,437.0,34.67,51.9,1.29,105,703.0
1065,437.0,44.02,79.6,1.41,148,829.0
1066,472.0,21.94,75.1,1.26,75,629.0
1067,400.0,22.47,24.9,1.11,61,567.0
1068,488.0,24.37,26.9,0.91,53,559.0
1069,473.0,26.63,49.0,1.12,61,601.0
1070,489.0,20.76,26.4,1.07,15,466.0
1071,506.0,40.47,45.1,1.34,52,580.0
1072,496.0,27.67,91.5,0.83,84,621.0
1073,427.0,16.15,73.8,0.96,44,527.0
1074,502.0,43.54,73.2,1.25,23,457.0
1075,429.0,34.82,75.4,0.85,25,415.0
1076,474.0,43.39,92.6,0.95,143,772.0
1077,475.0,21.15,80.4,1.01,67,612.0
1078,597.0,34.11,59.0,1.12,138,854.0
1079,434.0,37.79,30.4,0.93,138,745.0
1080,456.0,33.87,66.0,1.12,80,629.0
1081,487.0,17.57,42.3,0.99,141,861.0
1082,492.0,38.92,25.2,0.84,10,406.0
1083,398.0,30.39,76.7,1.14,141,768.0
1084,455.0,28.12,93.5,0.96,10,433.0
1085,461.0,25.28,54.0,0.9,12,429.0
1086,442.0,24.42,74.2,1.17,39,557.0
1087,486.0,43.22,80.5,1.0,137,768.0
1088,470.0,17.49,83.0,1.13,18,478.0
1089,393.0,16.67,81.6,1.38,36,535.0
1090,421.0,18.14,90.9,0.87,21,442.0
1091,513.0,39.67,63.3,1.09,28,517.0
1092,485.0,26.77,22.4,1.05,13,464.0
1093,516.0,19.36,75.3,0.89,30,530.0
1094,540.0,15.84,59.6,0.94,130,822.0
1095,578.0,40.58,43.3,1.13,44,551.0
1096,430.0,43.29,31.3,1.34,65,579.0
1097,489.0,27.85,70.4,1.33,24,537.0
1098,677.0,36.06,55.8,1.0,122,885.0
1099,565.0,35.91,40.3,0.82,138,840.0
1100,438.0,21.66,87.8,1.47,143,858.0
1101,461.0,31.3,73.0,1.44,116,776.0
1102,488.0,29.61,70.5,1.12,142,836.0
1103,434.0,20.66,37.8,0.97,33,495.0
1104,340.0,40.6,58.8,1.32,54,490.0
1105,499.0,16.61,41.3,1.1,125,808.0
1106,445.0,28.62,71.2,0.81,11,389.0
1107,506.0,43.26,43.7,0.91,17,431.0
1108,504.0,22.5,64.4,1.47,105,773.0
1109,665.0,38.09,34.5,1.5,76,808.0
1110,525.0,15.53,80.8,1.35,73,714.0
1111,359.0,38.53,56.0,1.0,91,579.0
1112,544.0,19.36,47.6,1.34,16,543.0
1113,601.0,17.53,33.5,0.8,58,659.0
1114,590.0,41.52,55.3,1.35,133,881.0
1115,268.0,38.37,20.7,1.32,51,412.0
1116,459.0,30.47,68.8,1.31,42,543.0
1117,456.0,35.52,68.8,1.1,85,645.0
1118,441.0,21.05,77.7,1.11,97,711.0
1119,654.0,42.67,46.6,1.01,116,807.0
1120,488.0,40.75,82.7,1.25,110,699.0
1121,589.0,38.99,43.6,1.45,76,739.0
1122,471.0,22.09,54.1,0.87,88,669.0
1123,570.0,44.79,59.8,1.08,73,666.0
1124,678.0,33.43,39.4,1.24,109,851.0
1125,485.0,35.9,80.6,1.28,67,634.0
1126,549.0,26.09,80.9,1.34,127,837.0
1127,448.0,32.51,87.7,1.42,111,755.0
1128,556.0,25.16,50.3,1.28,68,697.0
1129,531.0,44.7,60.9,1.42,126,794.0
1130,587.0,20.59,69.7,1.12,57,660.0
1131,572.0,31.23,89.5,0.92,137,838.0
1132,474.0,16.16,33.5,1.1,37,548.0
1133,627.0,35.2,77.3,1.0,37,585.0
1134,489.0,36.2,65.8,1.23,119,743.0
1135,534.0,15.68,58.5,1.4,108,798.0
1136,490.0,38.78,36.5,1.29,88,678.0
1137,414.0,25.75,75.3,1.45,137,808.0
1138,454.0,35.86,41.7,1.43,109,713.0
1139,710.0,20.5,26.7,1.42,79,844.0
1140,493.0,18.17,48.9,1.41,59,650.0
1141,490.0,33.59,30.6,1.18,118,761.0
1142,579.0,40.53,40.6,1.4,140,886.0
1143,537.0,30.6,72.5,1.02,21,524.0
1144,545.0,39.02,42.5,1.37,96,757.0
1145,544.0,42.76,55.7,1.29,147,868.0
1146,682.0,24.34,66.7,1.39,88,860.0
1147,508.0,19.74,88.3,1.3,117,809.0
1148,548.0,38.38,31.3,0.97,46,544.0
