ID_Proceso,Presion_Hidraulica_Bar,Vibracion_Husillo_mm_s,Temperatura_Refrigerante_C,Piezas_Procesadas_Herramienta,Velocidad_Corte_RPM,Desgaste_Herramienta_Micras
587,147.0,3.06,37.8,107,1733,49.13
588,171.2,3.59,39.0,356,1433,62.71
589,141.1,2.54,54.5,677,2101,89.79
590,171.8,5.29,37.9,710,2316,110.49
591,136.1,0.55,35.5,1456,2932,96.02
592,156.7,0.76,45.6,1353,1764,90.7
593,154.5,5.0,38.9,1574,3419,149.17
594,151.3,2.69,51.6,1620,1501,125.93
595,160.8,3.67,47.4,1183,2104,112.25
596,142.7,1.06,46.2,342,2591,58.51
597,177.0,0.92,54.7,1986,1826,126.04
598,133.5,0.92,37.1,1828,1258,117.15
599,190.3,5.55,43.7,1891,2416,154.15
600,139.9,1.06,41.3,499,3094,63.63
601,154.3,3.97,37.2,1551,2937,135.47
602,130.7,2.61,46.3,1452,3355,134.36
603,154.1,2.01,32.9,1800,1588,122.28
604,147.5,5.96,45.6,738,2403,115.59
605,161.6,2.7,31.9,103,2763,58.59
606,147.7,3.41,43.7,1949,3275,155.46
607,154.7,0.54,50.0,1940,2288,127.54
608,147.0,2.47,41.2,1148,2612,104.6
609,152.5,0.9,30.3,1927,2019,116.42
610,157.7,5.42,36.7,620,3232,99.57
611,165.4,1.96,37.3,1719,2823,119.9
612,152.5,0.97,50.3,648,1958,71.06
613,155.6,3.96,47.1,1176,1325,110.51
614,145.9,1.04,43.5,1256,1864,94.33
615,152.4,1.12,45.3,1270,1535,85.1
616,126.6,0.93,43.0,493,3217,68.79
617,146.9,5.58,37.7,1733,2613,154.28
618,147.9,3.63,43.2,937,2132,106.23
619,133.1,1.71,53.3,157,2751,59.25
620,144.5,5.3,48.4,460,2480,103.7
621,155.7,1.7,49.5,1128,1805,91.72
622,144.5,3.31,40.5,1012,1223,91.65
623,151.6,4.25,68.4,1831,3279,170.39
624,141.0,1.9,46.2,793,3400,89.31
625,139.6,5.18,47.1,684,1859,104.8
626,155.6,2.03,41.0,1815,2057,123.73
627,163.9,4.86,47.3,459,2455,95.25
628,129.9,5.37,48.7,836,2642,111.19
629,173.7,4.66,49.7,1387,1709,131.58
630,155.7,5.52,34.4,1939,2312,162.84
631,156.3,3.18,47.6,856,1969,95.09
632,137.1,5.3,45.3,1208,3205,139.79
633,143.7,1.08,56.1,1937,3218,143.77
634,145.0,4.46,31.1,1080,2281,117.39
635,129.0,3.4,40.5,1358,3045,128.74
636,139.5,4.41,35.7,520,2500,84.83
637,159.6,1.7,48.8,1728,1354,114.84
638,155.3,4.19,46.7,57,2270,66.54
639,164.8,2.31,47.1,296,2238,61.95
640,146.6,2.18,45.7,1529,2415,120.18
641,111.4,5.39,38.7,692,1272,99.47
642,154.5,4.98,38.5,1039,1962,112.6
643,133.8,1.68,43.8,516,2166,76.65
644,153.8,4.37,37.9,1550,3022,136.51
645,135.0,1.11,48.7,1338,3175,108.78
646,145.1,1.88,44.4,1408,2605,115.65
647,186.8,3.88,50.6,1460,1840,119.5
648,148.0,1.26,49.5,238,2570,56.48
649,151.2,2.95,43.8,622,2180,88.93
650,160.6,5.13,51.9,1381,1441,138.7
651,159.0,0.58,42.0,798,3231,76.1
652,128.9,4.83,52.3,840,2975,122.35
653,181.3,2.57,43.9,555,2667,79.75
654,163.9,1.32,46.6,1304,1656,97.79
655,147.7,1.91,50.5,531,1220,66.96
656,148.6,2.33,44.5,358,1706,64.43
657,180.9,2.24,52.3,275,2973,70.96
658,131.9,3.02,29.7,367,1939,72.9
659,100.0,0.98,36.1,834,1883,78.63
660,134.8,1.12,46.9,886,3481,89.25
661,153.6,4.48,35.1,518,1521,72.88
662,131.1,1.52,55.2,1495,2643,119.1
663,187.5,4.82,48.3,810,3416,121.45
664,162.1,0.69,52.1,1430,2421,102.86
665,139.2,3.86,47.7,832,2787,115.33
666,150.9,1.37,52.3,194,1604,44.92
667,155.3,1.07,37.7,861,3456,82.0
668,167.9,1.77,53.5,1372,1636,105.94
669,142.2,4.69,47.4,1710,1909,149.44
670,163.8,0.76,62.3,1052,2330,88.13
671,153.2,5.6,44.4,944,3477,130.18
672,144.9,5.41,40.4,305,1666,79.44
673,145.5,5.42,55.1,728,2577,120.12
674,133.9,1.87,42.9,822,1286,66.87
675,160.1,0.61,39.2,676,2042,58.48
676,122.2,5.72,45.2,64,2892,86.04
677,156.8,2.1,29.5,1565,1402,104.45
678,152.3,4.73,40.4,1873,3032,160.49
679,162.8,1.62,42.6,1519,1993,107.44
680,141.3,3.75,44.2,1221,1357,110.41
681,160.2,4.63,33.7,293,3497,89.95
682,161.5,2.25,38.1,1968,1578,126.14
683,142.5,5.54,45.1,1805,3322,166.39
684,150.3,4.03,37.6,253,1290,70.76
685,136.5,1.72,35.1,861,3149,88.25
686,161.0,5.06,46.2,1180,2009,120.42
687,160.4,4.68,51.2,1889,3030,162.06
688,160.8,3.26,54.5,550,3352,90.2
689,145.2,1.39,39.6,1660,2770,121.91
690,150.0,4.8,48.5,1246,1244,124.75
691,160.1,3.04,61.2,638,1742,76.87
692,164.1,2.24,57.6,1686,3201,137.62
693,150.9,1.34,59.1,585,1931,65.04
694,128.7,2.49,33.2,1935,3249,145.93
695,130.6,5.37,46.3,1571,2832,150.69
696,137.6,5.5,47.8,1635,2387,148.1
697,149.1,3.81,52.2,1229,2578,123.8
698,125.4,4.89,48.9,114,2601,84.44
699,172.9,5.16,51.6,952,2804,127.07
700,126.1,3.31,39.5,1053,2181,108.97
701,139.3,5.16,44.1,1522,1449,139.24
702,169.4,1.2,44.6,1764,2258,117.36
703,130.4,2.53,51.8,1752,3104,143.44
704,182.1,2.06,28.2,152,3108,46.42
705,121.6,5.8,43.1,1817,3230,167.43
706,129.7,3.59,42.8,1323,2888,123.87
707,172.0,4.64,56.2,1800,3063,161.09
708,164.8,3.95,47.2,1283,1956,116.21
709,167.8,1.74,44.5,1561,2383,119.07
710,163.5,5.2,47.0,1211,2987,138.89
711,142.1,0.79,38.1,344,2482,48.97
712,163.4,2.37,56.0,756,1986,82.61
713,147.1,2.94,36.2,1021,3480,106.85
714,157.1,5.92,40.0,747,2393,117.49
715,150.1,4.01,51.9,362,2592,89.94
716,179.1,1.06,30.7,1505,2347,103.11
717,149.9,2.5,38.1,1947,1326,128.01
718,163.8,4.99,57.4,719,1869,106.8
719,146.1,3.91,48.4,572,2992,97.33
720,148.8,4.62,48.9,1861,2809,147.36
721,154.7,0.52,40.0,1740,2490,107.4
722,141.0,2.25,34.4,1310,3169,114.22
723,173.1,3.35,53.8,75,2240,64.83
724,147.5,0.95,37.1,575,2864,64.96
725,148.0,5.83,41.0,1593,3080,150.51
726,156.8,2.28,46.9,1121,3069,107.38
727,166.7,4.36,45.5,263,2157,79.79
728,147.5,2.69,38.1,728,3157,97.02
729,141.9,2.1,50.0,785,3064,93.17
730,169.7,1.17,56.3,661,3497,83.31
731,142.4,4.25,38.5,693,3306,106.19
732,141.5,0.74,47.9,1825,2589,127.35
733,149.2,2.75,44.6,783,2891,95.92
734,125.5,3.18,49.9,1513,3451,144.85
735,167.0,4.04,43.7,1162,1740,111.16
736,162.2,1.1,41.5,1430,1494,93.84
737,144.5,4.22,43.2,704,1446,95.37
738,132.8,3.48,43.8,418,1208,77.24
739,162.1,4.49,53.1,1567,2085,139.85
740,134.3,1.53,61.7,923,1779,89.12
741,148.0,3.88,32.7,1071,2091,100.81
742,121.9,2.85,48.8,118,2653,59.78
743,132.8,0.64,55.6,1413,2679,102.38
744,151.5,3.48,48.3,1511,2213,130.62
745,144.1,3.5,34.5,1951,3273,154.61
746,160.9,0.86,31.4,428,3313,65.38
747,143.1,2.7,49.5,1692,2945,129.81
748,139.3,1.79,42.1,500,2937,66.46
749,153.5,3.85,49.1,1159,3385,128.16
750,147.5,1.16,45.2,553,1211,61.2
751,136.1,2.89,45.5,1208,1696,107.84
752,161.8,3.84,48.8,443,2087,84.39
753,166.6,5.41,59.9,774,2673,120.48
754,136.1,5.66,40.8,608,1443,102.75
755,165.6,5.22,42.2,1904,1939,154.61
756,143.4,1.03,41.8,1138,2555,89.06
757,137.8,2.96,44.4,1637,3480,135.5
758,154.7,0.66,49.8,355,2409,58.01
759,151.7,1.99,50.0,821,1772,78.54
760,146.2,3.53,37.5,935,1973,96.91
761,148.3,4.22,49.3,1480,3343,141.98
762,135.5,1.38,42.5,1972,1478,122.47
763,169.7,5.09,46.8,1251,3466,144.18
764,157.3,4.88,42.7,1779,1471,147.08
765,141.5,2.56,48.7,1861,2304,139.1
766,119.3,3.55,55.2,1562,3471,138.77
767,145.1,3.54,51.7,1322,2861,132.15
768,142.2,2.35,42.7,717,2844,89.26
769,135.8,1.21,58.6,1750,1991,124.73
770,159.7,0.66,40.9,585,1342,51.92
771,138.0,5.01,42.2,154,1429,71.88
772,146.9,1.52,29.9,1558,1391,100.49
773,166.6,4.17,52.6,200,2814,78.15
774,137.3,1.39,52.3,759,1558,76.07
775,168.8,5.13,54.9,1125,3056,127.72
776,119.7,5.83,64.1,1773,1885,168.15
777,154.9,4.68,28.8,1559,2763,131.5
778,160.7,5.41,35.3,818,1351,94.52
779,159.7,0.58,57.2,1657,3239,112.71
780,132.9,1.11,57.4,1864,2865,134.56
781,144.1,5.08,57.9,804,2222,115.88
782,152.6,1.14,54.7,493,2678,73.93
783,154.5,2.45,52.2,566,2934,83.04
784,145.9,3.73,42.2,1404,2039,120.6
785,127.8,4.08,37.1,169,2702,78.75
786,168.3,1.87,52.4,948,1797,90.14
787,156.1,1.33,48.8,1051,2201,86.39
788,144.9,1.89,55.6,1776,2375,132.75
789,120.3,1.68,33.6,1531,1894,106.4
790,147.4,5.91,45.2,1806,2685,149.59
791,173.4,2.34,44.7,570,1360,67.8
792,157.1,1.99,53.9,1713,1932,127.91
793,101.6,0.92,27.5,948,1789,77.58
794,189.8,2.82,54.2,581,1690,72.52
795,152.3,5.28,41.9,839,1813,109.49
796,164.3,5.69,47.2,57,3298,87.83
797,151.7,3.44,37.9,1927,3153,142.12
798,134.1,2.5,45.1,1854,2857,139.52
799,151.5,3.04,42.8,565,3116,91.32
800,123.7,4.84,34.4,1099,2987,128.91
801,155.3,4.18,30.9,1560,1283,118.77
802,153.4,1.25,42.3,667,3035,78.17
803,138.6,5.14,50.1,1621,2785,149.99
804,199.4,2.45,51.0,1309,1969,109.89
805,155.0,1.95,43.4,1968,2948,140.48
806,139.3,1.66,37.6,1165,1721,84.78
807,174.9,3.61,59.3,1185,3392,127.53
808,176.2,2.5,29.1,1332,3033,108.56
809,130.4,1.93,43.5,1196,2171,95.2
810,157.2,3.62,32.6,1143,1279,100.97
811,140.7,3.08,38.3,1652,1315,123.32
812,137.2,4.99,32.2,1192,3382,129.68
813,140.3,4.13,42.9,1641,1744,129.28
814,166.6,4.67,41.1,122,2696,73.15
815,157.1,0.7,60.4,242,2164,46.64
816,159.6,1.15,47.8,155,2257,45.25
817,154.1,5.02,44.3,1209,2248,124.7
818,154.1,1.94,48.4,749,1576,72.6
819,152.6,2.09,37.0,513,2609,70.39
820,147.5,1.93,50.7,1534,2286,118.59
821,131.1,2.63,43.8,1532,2016,123.19
822,162.1,1.01,40.4,1823,1241,103.68
823,149.2,4.62,55.6,1908,3468,166.53
824,164.6,1.26,42.1,430,1426,49.22
825,141.3,1.8,38.6,283,3360,65.69
826,147.1,5.14,50.0,1122,2673,126.26
827,136.4,1.73,52.4,292,1641,58.04
828,177.0,3.6,51.2,1327,1592,112.42
829,164.9,2.6,25.0,1595,1358,109.04
830,160.1,4.21,57.3,1503,3478,152.57
831,155.4,2.28,33.7,908,2669,91.78
832,143.6,5.6,44.2,1125,2295,117.01
833,152.2,5.05,60.1,1279,1235,125.47
834,133.6,2.5,33.9,1462,3296,124.78
835,150.0,0.53,41.3,854,2032,75.75
836,129.5,3.29,54.1,1909,1855,146.44
837,145.7,5.5,42.4,1058,2734,121.82
838,153.9,1.67,55.0,685,3106,88.5
839,149.2,2.26,43.8,864,2966,88.41
840,148.0,5.64,45.4,1232,2528,132.13
841,107.7,4.59,31.5,570,2869,101.28
842,159.2,1.38,44.4,617,1573,65.06
843,105.1,4.07,57.1,562,3190,107.21
844,122.8,4.58,32.9,62,1854,62.29
845,169.4,5.37,33.1,632,2912,99.01
846,169.8,3.84,34.7,932,1334,87.57
847,187.3,3.26,38.6,1148,3388,112.14
848,162.9,0.58,41.5,219,1667,39.13
849,148.1,1.57,44.5,644,2775,76.4
850,159.8,2.98,26.8,335,2173,56.62
851,137.2,5.01,38.4,847,1430,106.43
852,131.3,1.12,44.7,1723,2758,122.55
853,129.3,2.26,34.8,638,3117,84.71
854,157.8,3.55,40.9,1553,2255,127.55
855,134.8,2.11,45.1,1451,1902,114.8
856,132.5,2.88,37.4,726,1302,75.2
857,179.0,3.82,29.6,1510,3031,127.3
858,132.1,4.46,34.5,1717,1393,135.03
859,154.3,4.67,48.1,543,2804,106.71
860,106.9,2.03,41.1,355,2107,61.7
861,147.1,4.91,45.8,1048,2284,117.16
862,143.7,4.54,36.4,933,2857,114.46
863,127.9,1.34,40.8,920,2221,82.59
864,178.0,4.2,37.7,1405,1454,117.0
865,151.2,2.2,57.4,996,3280,105.64
866,152.0,4.48,51.9,693,3385,119.16
867,170.7,4.21,41.1,1625,3341,148.88
868,148.2,4.16,47.0,415,3033,101.3
869,121.7,2.33,37.9,226,2003,45.23
870,131.1,1.37,52.5,1610,2378,119.16
871,151.4,3.28,50.5,1063,1618,106.09
872,157.8,4.19,38.8,195,1513,67.22
873,151.7,1.17,31.6,1773,2847,118.59
874,152.2,5.49,39.6,718,1812,98.91
875,150.9,3.51,34.3,395,1824,73.25
876,144.4,2.67,42.3,1071,1231,94.51
877,158.7,3.42,33.4,1970,1268,136.47
878,171.8,0.79,50.4,222,2099,43.7
879,138.5,2.29,53.0,246,2959,67.28
880,112.0,4.0,33.7,1185,2805,123.05
881,174.5,4.13,43.6,749,2577,96.92
882,136.8,5.18,25.5,1591,2157,146.99
883,160.9,4.73,54.3,1884,2212,158.16
884,169.0,3.38,26.6,1807,2629,140.37
885,144.0,4.5,52.7,604,1605,93.7
886,144.9,3.36,44.5,813,2031,92.07
887,130.2,3.81,64.4,400,3400,100.09
888,118.5,1.39,53.3,590,2643,79.92
889,150.8,3.0,37.2,1509,2786,126.52
890,152.8,2.01,34.1,399,2543,68.26
891,135.4,3.66,38.1,1568,3089,140.63
892,154.5,1.27,50.3,223,1292,41.45
893,175.0,4.43,59.0,1203,1493,117.73
894,149.0,2.39,47.7,641,1950,76.92
895,136.8,0.62,26.7,1430,2369,102.05
896,166.2,3.12,40.9,653,2185,85.9
897,141.0,4.02,38.6,1352,2379,131.17
898,145.7,4.43,49.5,636,2749,96.99
899,137.7,5.78,43.5,707,2988,119.97
900,162.5,1.84,41.1,1231,2977,101.43
901,167.8,4.59,34.6,1160,2407,119.1
902,174.3,2.28,39.5,179,3001,58.78
903,156.6,1.71,37.3,913,2822,85.41
904,134.4,0.94,47.3,422,2711,61.4
905,185.9,2.04,47.5,720,1374,68.86
906,143.0,1.45,39.9,137,3496,55.55
907,185.6,3.15,44.1,1069,2885,110.59
908,141.4,4.68,37.3,570,3085,104.96
909,156.6,5.98,39.8,1639,1578,147.32
910,135.0,0.72,41.9,1180,1326,88.81
911,158.9,2.97,43.8,1213,1715,101.74
912,143.6,0.52,48.8,1373,3210,101.92
913,179.2,2.64,45.0,1201,3029,103.22
914,147.4,3.32,46.1,1777,1901,142.59
915,153.0,2.58,46.8,1693,2585,131.2
916,148.1,0.74,37.5,1498,2531,103.98
917,156.7,4.03,56.2,1458,2937,138.38
918,168.5,2.31,49.8,1929,2694,140.58
919,165.7,0.64,52.4,1304,1372,89.3
920,158.2,2.31,53.0,532,2506,84.48
921,157.4,0.83,53.6,1117,1495,88.33
922,147.8,3.9,47.5,174,1879,68.97
923,130.0,5.72,36.1,959,2681,122.77
924,163.2,1.35,55.9,920,1571,84.01
925,166.1,3.97,52.8,1918,2145,149.25
926,171.7,5.64,44.5,1644,1560,144.56
927,140.0,3.45,59.8,817,1407,94.73
928,182.4,4.42,50.2,649,2742,95.16
929,140.7,1.08,42.4,1180,2162,96.5
930,131.3,3.14,47.8,353,1844,76.75
931,153.6,1.07,50.8,1550,2048,106.44
932,148.7,2.38,45.2,1309,2957,112.29
933,164.2,5.81,46.6,1775,2494,164.25
934,152.9,5.57,45.9,550,2291,99.37
935,148.6,2.23,33.7,218,2363,57.25
936,172.4,4.88,56.8,1086,3165,127.22
937,150.3,3.52,54.7,422,2226,87.2
938,149.8,4.87,50.5,830,2719,114.94
939,170.0,4.52,60.7,1050,3390,130.77
940,155.6,1.04,42.0,138,2369,42.2
941,152.0,2.01,39.7,615,3291,79.64
942,158.8,5.29,44.1,951,2872,125.86
943,160.2,2.93,41.6,1691,1264,119.72
944,163.3,1.31,30.9,420,1931,60.5
945,141.6,5.97,58.6,1045,1926,134.21
946,161.7,1.43,39.5,547,1897,64.3
947,137.7,2.38,32.2,350,1768,57.23
948,167.9,5.34,58.9,245,2552,91.2
949,173.9,0.51,52.1,1827,2664,120.89
950,138.7,5.22,45.8,215,2409,77.13
951,142.4,5.76,54.2,302,3253,104.76
952,155.3,0.51,49.4,203,1488,33.83
953,149.0,4.47,40.9,555,2357,91.71
954,152.2,4.46,50.2,1984,2106,154.68
955,164.3,5.83,42.6,1383,2758,146.27
956,168.2,1.18,44.1,147,2303,48.77
957,127.9,0.95,48.3,1825,2139,112.3
958,149.9,1.67,40.7,1018,1796,84.13
959,117.5,5.8,58.4,1838,1238,160.1
960,139.7,5.81,29.1,125,2884,84.14
961,168.9,1.58,51.5,686,2880,89.77
962,131.3,5.7,49.3,612,2353,109.36
963,156.8,0.84,37.4,1857,1853,116.83
964,150.3,3.67,35.8,1519,1871,120.54
965,148.1,3.88,35.0,1538,1206,119.65
966,147.9,4.98,54.0,967,1991,114.74
967,154.4,5.23,53.5,1135,1938,130.2
968,149.3,5.81,42.4,181,1647,75.77
969,150.6,3.12,51.4,404,2526,82.98
970,130.8,2.35,39.5,1047,2486,103.9
971,162.0,0.66,71.3,530,1962,61.9
972,142.0,3.25,37.4,956,3050,107.03
973,128.4,3.18,45.7,1370,1975,121.47
974,132.6,1.1,40.6,1504,2641,108.4
975,141.1,5.23,39.4,457,3324,106.17
976,166.6,4.1,38.1,979,2187,106.25
977,166.8,5.88,38.9,225,1634,80.11
978,161.3,0.8,31.6,291,2827,47.83
979,128.3,5.05,34.9,1699,2567,154.36
980,151.1,4.52,45.8,472,2138,90.27
981,162.6,5.66,44.4,1910,2250,159.53
982,161.3,0.79,46.3,1848,1470,115.7
983,137.0,2.03,47.6,1305,2343,105.4
984,141.1,2.7,42.7,1567,2907,123.51
985,164.9,2.69,38.1,1957,2306,135.54
986,120.6,2.3,43.1,357,3340,80.67
987,170.8,4.82,43.5,989,2728,113.46
988,147.1,2.0,52.1,911,3112,96.62
989,140.7,3.48,49.4,1684,3388,140.83
990,149.3,1.64,51.8,297,1812,58.87
991,145.2,3.24,39.4,548,2786,84.96
992,135.3,4.72,45.1,1765,1486,140.77
993,151.2,2.95,37.5,1541,2615,124.27
994,154.7,2.29,42.1,970,2472,95.84
995,130.9,2.61,43.4,1620,2622,133.48
996,146.3,3.28,30.2,512,2454,72.31
997,148.7,3.67,29.5,1245,2623,117.16
998,165.5,5.87,36.7,1433,1771,138.1
999,134.0,5.85,36.0,1410,2444,144.38
1000,138.5,1.19,34.7,550,1635,63.17
1001,143.4,1.71,37.8,1765,2555,127.41
1002,173.4,5.22,51.8,200,1835,83.68
1003,133.3,0.76,48.9,1709,2070,117.88
1004,169.7,3.32,35.5,1857,3011,145.82
1005,130.3,3.85,50.8,1720,3089,146.46
1006,161.1,1.14,40.7,801,3350,89.03
1007,152.1,3.17,55.6,900,3147,99.27
1008,143.9,5.19,53.1,1331,3101,140.65
1009,143.0,5.96,62.8,1850,2267,167.31
1010,146.2,4.76,41.2,669,2869,99.74
1011,145.9,5.24,44.3,512,1813,95.8
1012,152.5,3.06,35.2,1731,1481,124.95
1013,146.3,5.84,40.4,840,2079,116.83
1014,160.0,1.33,50.7,1180,2492,105.83
1015,176.9,0.55,43.6,1015,3011,86.28
1016,153.2,4.65,48.9,844,2668,118.21
1017,152.3,5.36,52.7,236,1279,85.54
1018,142.3,1.29,36.3,873,2666,77.81
1019,154.2,0.92,52.5,1091,3452,104.72
1020,162.6,1.82,50.3,235,2471,61.48
1021,141.5,1.95,45.7,1760,2445,138.18
1022,137.8,2.89,43.2,648,1379,77.4
1023,182.0,1.46,44.7,234,1877,53.69
1024,152.2,2.05,46.8,1073,2976,104.85
1025,123.6,2.38,34.5,1345,3457,117.72
1026,130.9,1.64,53.5,1179,1978,94.29
1027,157.3,4.55,57.6,1359,1450,127.88
1028,165.4,4.55,40.1,1830,2398,149.06
1029,134.8,5.93,47.4,1314,1411,129.0
1030,148.8,3.11,42.1,843,3253,95.87
1031,127.0,3.18,35.5,1055,3487,109.86
1032,154.1,1.32,50.9,1044,1308,86.8
1033,149.7,2.12,40.6,1642,2822,127.33
1034,128.4,4.74,28.9,1361,1637,121.97
1035,152.2,2.66,34.3,1848,2494,135.35
1036,153.9,1.13,41.2,364,1795,56.61
1037,147.9,5.33,48.1,1160,1527,122.5
1038,128.1,1.39,50.7,287,2615,56.85
1039,122.4,0.51,44.4,381,2003,54.91
1040,146.8,5.51,36.6,1453,1834,139.99
1041,140.0,5.46,47.8,1828,1406,154.6
1042,148.3,4.68,43.5,497,1875,92.26
1043,149.2,1.65,28.7,903,3307,82.62
1044,147.6,4.68,43.9,1597,1831,140.78
1045,171.7,3.16,44.9,776,2387,93.71
1046,164.0,4.66,37.1,1092,1434,107.49
1047,155.6,2.99,45.0,1425,3064,126.19
1048,163.8,3.01,49.9,949,3476,111.49
1049,137.7,4.28,54.2,1423,2794,139.66
1050,164.6,5.87,43.4,318,3176,97.2
1051,150.2,3.38,42.9,1532,1742,123.52
1052,147.4,2.92,42.9,1992,3146,157.81
1053,155.6,2.47,50.3,649,1325,74.95
1054,162.0,3.64,45.6,697,2041,87.21
1055,132.7,3.8,57.4,1848,1829,146.16
1056,179.0,2.61,43.9,1759,2846,135.23
1057,159.6,4.4,49.8,1640,1856,137.74
1058,128.1,2.95,49.0,363,1455,67.55
1059,147.2,5.99,50.5,1262,2983,143.87
1060,147.5,3.21,49.2,1029,2817,115.78
1061,141.1,2.2,39.1,306,2213,70.64
1062,127.5,0.66,57.2,1505,2179,109.85
1063,158.0,2.32,41.3,1520,2150,118.46
1064,144.7,1.85,46.5,1554,1461,109.89
1065,145.0,1.6,46.6,1072,1286,82.33
1066,110.5,5.37,63.1,544,2252,112.07
1067,139.0,2.43,49.6,552,2594,84.15
1068,113.1,0.68,42.6,1831,1514,112.22
1069,199.1,5.16,40.5,213,1712,72.67
1070,138.1,0.69,37.9,1865,2455,117.53
1071,142.2,2.14,33.8,1055,2487,96.02
1072,129.9,2.64,42.0,108,1203,52.11
1073,145.4,3.62,45.0,618,3148,87.14
1074,164.5,5.61,49.5,1361,1710,136.25
1075,156.6,0.84,48.6,1590,2203,108.19
1076,155.6,0.99,40.7,1881,1888,112.55
1077,136.8,5.93,45.1,524,2806,106.38
1078,161.8,4.78,36.5,679,2566,101.37
1079,181.8,3.69,47.9,1188,1931,112.22
1080,180.4,4.78,44.7,1244,1946,125.88
1081,134.2,0.53,56.6,1844,2497,126.11
1082,158.6,4.97,52.2,1688,2653,151.31
1083,159.0,4.11,52.6,1945,1504,146.96
1084,173.5,3.3,36.5,138,2556,57.66
1085,149.0,4.17,51.2,1824,2327,151.15
1086,169.9,0.66,52.3,1007,3381,87.37
1087,139.6,3.38,44.9,1563,3173,136.36
1088,167.2,0.8,60.5,663,2167,71.55
1089,162.9,0.92,40.1,865,2797,79.18
1090,148.1,3.04,39.5,891,3057,95.11
1091,159.5,1.33,58.9,1651,2664,122.8
1092,150.4,5.93,57.1,173,2669,96.66
1093,150.8,2.98,41.1,1985,2431,151.23
1094,152.4,5.52,30.2,1237,1561,123.21
1095,160.3,0.61,43.8,1927,3022,131.8
1096,146.2,4.64,53.3,893,3169,119.34
1097,158.0,3.28,36.8,134,2502,64.26
1098,152.4,2.78,35.5,181,2218,56.76
1099,139.5,1.94,36.0,734,2571,80.5
1100,166.1,5.26,49.4,1829,3165,166.08
1101,144.9,2.09,52.3,169,2196,60.85
1102,164.4,0.74,45.1,534,1588,58.21
1103,153.5,3.78,39.3,1023,1494,98.82
1104,156.2,2.47,51.0,953,1667,92.26
1105,161.1,4.43,55.8,1897,2031,150.54
1106,151.0,2.76,50.3,516,2614,78.94
1107,168.2,2.32,42.5,1288,2107,105.07
1108,141.2,1.36,49.9,600,2700,71.55
1109,135.2,1.6,39.2,115,2478,47.7
1110,144.8,4.77,59.3,1976,3169,178.05
1111,153.2,4.21,33.6,1923,2007,147.39
1112,161.6,1.57,30.7,531,2180,61.26
1113,162.0,1.0,54.8,938,1969,84.5
1114,165.0,4.33,41.2,70,2406,67.58
1115,146.4,5.58,50.2,101,1585,81.22
1116,177.3,2.07,41.8,997,1887,83.11
1117,147.8,5.21,57.9,95,2063,73.11
1118,164.1,5.31,39.3,407,1831,82.65
1119,150.6,3.46,44.0,134,2700,70.27
1120,100.0,1.01,40.1,572,3398,69.83
1121,129.9,3.95,39.6,125,2803,70.53
1122,171.2,3.3,34.1,1386,3002,121.35
1123,154.3,5.39,50.1,546,3046,111.2
1124,154.6,1.59,34.8,344,2393,59.16
1125,169.0,2.97,39.3,240,2407,62.98
1126,147.5,5.94,59.6,1776,1900,161.09
1127,153.3,2.28,41.8,1588,1452,113.93
1128,159.7,3.53,53.4,606,2330,96.36
1129,151.7,4.71,56.1,1816,3156,165.64
1130,157.9,4.61,51.1,127,3461,86.09
1131,139.7,4.04,55.3,971,1499,100.86
1132,189.4,5.72,41.6,1372,3231,150.31
1133,126.7,2.01,45.5,713,3498,87.05
1134,150.6,5.2,62.4,745,1482,108.85
1135,142.0,4.27,50.6,753,1743,99.68
1136,129.4,1.97,37.3,980,1786,86.37
1137,175.1,0.69,41.3,582,2816,60.65
1138,158.1,3.83,45.5,1286,2840,127.18
1139,132.9,5.27,52.0,1966,3414,174.7
1140,151.2,0.62,36.0,436,1279,36.84
1141,135.3,4.53,49.9,58,2542,80.83
1142,149.5,3.26,44.2,639,2682,82.23
1143,142.5,1.73,43.0,426,2959,69.19
1144,184.3,1.34,40.0,759,2193,75.42
1145,141.1,3.05,54.0,139,2655,66.74
1146,146.7,5.56,49.3,188,3140,99.43
1147,168.1,0.9,46.0,1651,2543,116.97
1148,159.2,5.0,41.5,1037,1904,112.07
1149,129.2,3.11,43.1,211,2899,74.57
1150,157.8,3.13,47.6,613,1817,83.05
1151,144.0,2.6,39.5,1243,3156,110.47
1152,139.6,4.46,51.3,1998,2045,157.27
1153,129.8,3.09,42.0,1845,2980,148.65
1154,155.9,5.78,52.9,179,3089,91.34
1155,117.7,4.33,35.9,463,3101,95.4
1156,158.8,0.97,43.8,871,2403,77.82
1157,172.1,5.73,64.2,1197,2780,142.16
1158,135.6,5.47,54.2,648,2702,116.13
1159,139.1,4.25,39.7,332,3114,84.92
1160,180.3,1.93,44.0,1787,2512,138.07
1161,149.6,5.69,34.0,262,3316,97.71
1162,157.6,1.51,46.3,910,2358,87.73
1163,169.8,2.26,47.0,1547,1294,110.31
1164,170.8,1.36,34.9,1053,1546,78.74
1165,146.9,1.35,36.3,384,2199,55.97
1166,146.7,1.33,45.0,1548,2107,111.27
1167,145.9,2.44,34.2,1953,2671,138.36
1168,146.2,4.83,39.3,1635,3328,152.12
1169,145.4,5.14,47.3,1790,2640,159.08
