ID_Orden,Unidades_Ordenadas,Num_Componentes_BOM,Experiencia_Operador_Anos,Nivel_Complejidad,Mantenimiento_Programado_Turno,Tiempo_Ciclo_Minutos
768,301,8,7.5,4,0,120.71
769,130,41,8.6,2,0,156.73
770,911,40,11.5,2,0,284.81
771,322,44,5.2,3,0,207.78
772,599,33,6.3,5,1,252.16
773,108,5,2.8,2,1,79.38
774,537,39,9.9,2,1,227.23
775,923,38,0.8,4,0,314.86
776,858,42,5.0,5,0,332.43
777,250,16,9.7,1,1,107.44
778,634,34,5.9,3,0,227.94
779,712,26,0.9,3,0,239.97
780,549,36,10.5,3,0,218.22
781,927,29,8.3,2,0,252.99
782,476,18,7.0,5,0,199.26
783,984,19,2.1,2,0,255.39
784,152,15,3.1,2,0,94.23
785,223,38,14.4,4,0,174.94
786,194,28,6.5,4,1,173.09
787,486,16,8.4,3,0,162.06
788,579,25,9.3,2,1,194.75
789,456,8,11.3,3,0,133.74
790,65,5,12.0,2,1,44.09
791,196,37,9.5,4,1,174.54
792,215,22,3.4,4,0,152.11
793,610,40,4.7,4,1,271.6
794,948,8,8.0,4,0,227.17
795,692,37,9.5,3,0,252.4
796,209,39,12.2,4,0,177.55
797,868,28,5.0,2,1,259.45
798,256,28,3.7,3,0,156.44
799,888,21,11.8,2,0,229.77
800,986,31,2.2,2,1,292.88
801,622,42,3.2,2,0,251.74
802,752,43,2.9,1,1,268.56
803,119,37,10.0,1,1,123.52
804,596,32,3.8,3,0,226.28
805,273,9,3.6,1,1,100.07
806,364,20,10.6,1,0,134.24
807,54,41,14.8,3,0,125.23
808,376,15,5.5,2,0,146.6
809,966,7,5.6,2,0,227.17
810,580,40,6.5,2,1,237.14
811,116,8,8.5,4,0,91.87
812,169,30,12.3,4,0,141.56
813,329,39,13.3,3,1,195.69
814,265,26,8.5,4,1,163.72
815,607,20,9.8,2,0,189.54
816,279,25,11.1,3,1,155.09
817,294,32,2.4,3,0,177.64
818,242,15,13.2,3,0,108.17
819,312,24,5.3,5,1,182.05
820,555,12,3.9,2,1,163.81
821,857,13,7.9,2,1,215.79
822,79,19,8.2,3,0,93.55
823,238,5,4.0,3,1,103.42
824,979,32,5.1,3,0,288.82
825,933,20,4.4,1,1,241.37
826,580,7,9.0,3,0,154.79
827,621,25,1.3,4,1,247.28
828,114,27,10.9,3,0,116.63
829,365,33,13.9,2,0,162.76
830,627,11,13.9,3,1,184.22
831,316,32,4.1,1,1,165.82
832,264,41,12.8,1,0,152.29
833,372,9,4.5,2,0,117.99
834,88,5,12.7,2,0,49.25
835,382,7,12.9,2,1,116.47
836,531,37,1.3,1,0,217.07
837,129,18,2.1,5,0,140.13
838,412,17,3.1,3,1,177.86
839,441,31,12.6,3,0,179.33
840,371,18,0.9,3,0,160.72
841,484,22,5.9,2,0,163.56
842,927,21,5.7,4,0,267.23
843,103,22,11.7,2,0,84.35
844,566,13,6.7,2,1,165.76
845,796,13,6.2,3,0,211.08
846,89,41,1.2,2,0,151.21
847,819,35,6.0,5,1,305.1
848,311,40,4.8,3,0,194.41
849,757,10,12.4,2,1,194.1
850,526,38,13.2,2,0,210.49
851,612,42,3.7,3,0,259.64
852,365,34,6.0,2,0,178.86
853,564,38,6.8,2,1,227.47
854,653,33,3.7,3,0,243.92
855,677,28,0.7,2,1,223.53
856,64,26,7.5,3,0,118.29
857,830,27,8.0,4,0,264.31
858,938,30,8.2,2,0,260.32
859,886,11,10.7,2,0,215.26
860,393,16,2.8,4,1,172.77
861,63,9,11.3,4,0,78.9
862,708,20,3.1,2,1,224.39
863,54,35,10.4,4,0,140.77
864,523,33,12.5,3,0,209.73
865,200,13,8.0,2,0,102.48
866,474,34,9.2,2,1,203.17
867,825,42,6.8,2,0,284.24
868,284,16,3.1,2,1,141.12
869,308,10,10.5,4,1,134.75
870,133,37,10.5,5,0,165.45
871,325,14,7.5,3,0,133.92
872,246,16,1.4,4,0,152.28
873,413,17,6.0,4,0,162.14
874,814,44,9.7,4,0,298.14
875,930,33,11.1,2,0,269.61
876,139,18,4.6,2,0,100.15
877,706,23,7.4,2,1,214.58
878,179,41,8.7,3,0,162.41
879,805,20,0.6,3,1,249.62
880,564,15,10.4,2,0,156.9
881,123,8,11.0,2,0,60.7
882,663,5,14.7,3,1,160.65
883,586,18,1.7,3,0,200.01
884,134,25,6.1,2,1,118.07
885,195,11,3.2,3,0,111.49
886,418,32,2.9,3,1,207.39
887,935,42,12.0,1,1,280.28
888,839,18,10.5,2,0,218.45
889,283,36,12.0,4,0,175.56
890,606,12,2.8,2,0,168.87
891,982,40,4.9,2,1,314.66
892,344,43,9.9,3,0,193.25
893,527,26,9.2,3,0,196.78
894,338,43,11.3,2,0,178.26
895,695,27,5.5,3,0,225.12
896,325,26,11.2,2,0,141.26
897,979,22,6.6,5,0,297.56
898,300,19,7.8,2,0,123.17
899,382,32,10.0,4,0,190.29
900,475,20,1.5,3,0,188.28
901,71,18,9.5,2,0,76.23
902,710,9,7.2,4,1,212.82
903,360,29,1.1,3,0,182.48
904,511,19,2.8,4,0,200.17
905,277,33,13.0,4,0,166.9
906,438,31,9.3,4,0,200.58
907,688,5,5.4,1,0,158.45
908,998,13,5.4,3,0,257.21
909,645,17,10.3,3,1,201.35
910,745,40,14.4,3,0,261.44
911,943,19,2.7,3,0,265.87
912,938,21,1.0,2,0,259.06
913,812,5,14.0,4,0,204.1
914,667,9,6.0,1,0,157.24
915,665,39,6.4,2,1,245.76
916,573,32,15.0,4,0,222.4
917,352,33,12.7,3,0,168.6
918,217,8,1.8,3,0,108.9
919,398,43,10.6,2,1,204.93
920,852,41,9.5,4,1,310.03
921,616,32,7.6,3,0,227.71
922,483,21,3.2,3,0,177.06
923,663,25,13.5,4,1,230.98
924,420,33,6.6,5,0,222.09
925,61,24,5.8,4,0,121.06
926,544,20,9.9,4,1,202.8
927,752,16,5.8,2,0,206.3
928,573,27,4.1,4,0,219.53
929,459,16,13.3,4,1,165.67
930,210,38,13.4,2,0,142.98
931,90,10,4.5,1,0,49.85
932,556,17,1.2,2,0,171.61
933,407,32,14.5,4,1,204.3
934,77,23,5.3,4,1,136.55
935,848,5,1.2,3,0,215.58
936,270,6,3.8,3,1,110.58
937,493,7,4.4,2,1,149.17
938,163,34,8.7,2,1,148.25
939,136,42,11.3,1,0,134.0
940,252,15,11.3,5,1,151.28
941,67,26,2.2,3,1,132.42
942,631,31,13.1,3,0,216.23
943,263,25,4.5,4,0,165.18
944,822,25,12.3,1,1,228.19
945,695,42,9.5,2,0,245.72
946,739,8,9.4,3,1,189.09
947,591,31,1.6,4,0,235.33
948,219,30,7.0,2,1,148.59
949,422,5,8.0,3,0,136.33
950,600,44,10.3,1,0,227.96
951,968,39,7.8,2,1,300.47
952,223,14,10.0,2,1,99.29
953,928,9,14.8,2,1,217.93
954,572,11,2.3,4,1,195.54
955,890,16,4.7,4,0,261.37
956,524,18,4.5,4,1,200.1
957,770,31,7.2,4,0,255.12
958,498,18,7.5,5,1,208.53
959,643,11,14.5,4,1,195.28
960,966,29,12.0,1,0,246.19
961,436,39,12.2,3,0,205.41
962,295,7,3.5,1,0,89.8
963,198,23,4.5,5,1,160.36
964,487,13,2.8,3,0,163.68
965,344,44,13.8,2,0,194.89
966,144,25,10.3,5,0,147.14
967,817,26,7.5,2,0,236.65
968,867,6,5.4,1,0,193.31
969,204,19,2.0,2,0,114.11
970,933,27,15.0,2,0,245.21
971,394,23,14.2,3,0,149.41
972,432,15,5.5,2,1,150.62
973,839,37,1.9,2,1,289.34
974,344,37,2.8,4,0,199.34
975,358,39,5.7,1,1,175.04
976,530,10,4.6,4,0,175.4
977,837,44,3.0,5,0,321.02
978,639,19,11.3,2,0,182.49
979,174,8,1.6,1,0,80.04
980,936,20,4.0,3,1,267.9
981,567,5,9.5,4,0,152.02
982,632,19,0.7,3,1,217.11
983,205,37,7.8,1,1,148.74
984,270,7,13.7,1,0,61.68
985,696,23,2.4,2,1,226.51
986,923,21,1.8,4,1,275.21
987,915,6,14.9,2,1,200.86
988,505,7,5.1,3,0,150.5
989,841,28,7.2,3,0,262.92
990,524,24,14.9,3,0,184.52
991,896,24,4.8,3,0,260.33
992,391,11,9.0,3,0,129.86
993,879,23,4.6,3,1,265.52
994,129,34,10.7,4,0,146.04
995,360,11,11.6,1,0,105.5
996,680,41,1.1,2,1,274.24
997,874,42,1.2,4,1,322.04
998,114,26,3.8,3,0,129.79
999,475,7,8.8,2,0,130.32
1000,495,17,6.3,2,1,170.71
1001,746,8,9.4,3,0,187.69
1002,305,26,14.9,3,0,148.57
1003,805,30,2.6,5,1,292.79
1004,180,17,10.2,2,0,90.73
1005,648,9,2.2,4,0,197.08
1006,453,36,12.1,3,0,203.69
1007,537,39,1.5,3,0,246.24
1008,255,8,0.7,2,0,100.68
1009,298,23,11.1,5,0,163.52
1010,183,42,12.8,2,1,160.79
1011,478,38,8.5,3,0,208.46
1012,65,34,15.0,4,1,147.67
1013,686,31,7.7,1,1,227.11
1014,765,29,11.3,3,0,241.9
1015,888,21,2.3,3,0,257.06
1016,790,38,13.5,2,1,254.62
1017,830,40,12.2,3,0,279.03
1018,447,5,11.6,3,0,121.63
1019,327,16,7.6,1,0,111.38
1020,736,23,7.9,2,0,210.07
1021,541,35,5.8,2,1,219.3
1022,974,38,3.5,4,0,321.22
1023,966,8,5.1,3,1,248.22
1024,760,36,14.4,4,0,260.49
1025,815,24,12.5,3,0,239.44
1026,576,44,14.1,2,1,234.55
1027,837,37,1.3,3,1,302.61
1028,257,13,9.6,1,0,90.75
1029,285,7,9.1,2,0,99.03
1030,365,14,11.6,1,1,117.43
1031,723,40,2.9,2,0,258.95
1032,339,38,8.9,5,0,216.22
1033,573,21,7.5,5,0,220.33
1034,666,17,14.4,3,1,196.28
1035,478,17,9.3,2,1,163.41
1036,861,35,4.0,2,0,278.27
1037,801,8,2.2,2,0,203.17
1038,783,34,6.2,3,1,273.41
1039,949,39,5.1,3,0,311.78
1040,473,16,0.8,3,0,172.23
1041,160,13,2.2,3,1,119.46
1042,255,30,3.4,3,0,174.68
1043,938,19,3.2,2,0,256.43
1044,181,30,10.8,2,0,131.66
1045,236,27,3.1,2,0,141.36
1046,485,28,6.0,2,1,189.61
1047,978,24,4.8,2,0,266.92
1048,352,6,8.7,3,0,115.99
1049,698,7,11.5,4,1,191.36
1050,315,19,0.7,3,0,143.13
1051,447,27,13.6,2,0,160.13
1052,753,9,11.5,2,0,177.09
1053,749,38,7.3,2,0,250.74
1054,426,11,11.0,5,0,164.57
1055,385,15,2.9,3,0,154.91
1056,951,33,9.6,4,0,299.33
1057,723,36,9.7,2,0,243.48
1058,481,5,4.7,4,0,152.13
1059,463,18,11.8,3,0,161.99
1060,513,9,10.7,1,0,129.51
1061,880,43,9.6,2,1,289.02
1062,331,36,2.1,3,0,195.18
1063,428,24,9.6,5,1,210.71
1064,278,8,0.8,2,1,108.72
1065,93,23,1.4,2,0,107.33
1066,352,35,5.0,3,0,189.23
1067,272,8,10.3,2,0,93.91
1068,374,33,2.6,2,0,183.83
1069,548,15,3.2,3,0,183.21
1070,670,26,4.4,1,1,209.42
1071,631,34,12.5,4,0,241.02
1072,987,11,6.2,4,1,260.41
1073,603,40,7.4,2,0,242.36
1074,704,18,0.8,4,1,243.74
1075,993,5,12.4,4,1,250.92
1076,685,37,13.2,3,0,244.57
1077,437,33,8.5,4,0,206.43
1078,933,7,7.6,3,0,228.42
1079,585,43,3.2,1,1,238.15
1080,642,14,9.7,3,1,191.93
1081,220,26,13.0,4,0,134.93
1082,390,29,14.1,3,0,159.16
1083,778,12,12.7,3,1,213.15
1084,282,22,7.0,1,0,126.92
1085,779,21,1.4,3,1,248.76
1086,538,16,3.4,2,0,174.5
1087,802,40,12.3,3,0,272.71
1088,572,33,8.8,2,0,213.84
1089,896,6,7.6,3,1,219.69
1090,416,13,11.8,4,0,150.01
1091,147,38,8.8,3,0,160.66
1092,812,11,4.2,4,1,240.98
1093,883,5,5.4,4,1,237.91
1094,58,27,13.7,4,0,112.7
1095,64,20,3.6,3,0,101.52
1096,974,39,8.8,5,1,343.32
1097,514,12,14.6,2,0,140.57
1098,963,17,7.9,1,0,223.77
1099,752,10,14.1,2,0,170.46
1100,589,18,8.5,1,0,158.28
1101,979,15,2.8,1,0,235.24
1102,64,42,13.6,3,0,151.95
1103,549,22,12.0,4,0,204.07
1104,839,28,0.8,2,0,259.39
1105,459,23,5.3,4,1,204.46
1106,518,25,10.6,2,0,178.28
1107,952,27,4.3,3,0,283.79
1108,254,8,12.0,4,1,119.76
1109,657,15,9.6,5,0,213.14
1110,221,10,8.6,2,0,83.55
1111,400,26,7.3,1,0,139.46
1112,346,40,8.1,3,1,200.61
1113,758,19,2.8,2,0,214.64
1114,223,15,3.9,3,0,123.3
1115,458,33,7.4,4,0,219.12
1116,868,39,7.4,2,0,282.96
1117,982,34,1.1,2,0,294.91
1118,421,25,1.3,3,1,184.66
1119,230,6,5.5,3,1,116.66
1120,59,25,5.3,1,0,83.25
1121,508,36,7.0,2,1,210.79
1122,464,34,4.8,2,0,197.24
1123,632,17,5.5,3,0,193.04
1124,156,8,4.1,2,0,81.98
1125,908,22,13.7,3,1,251.93
1126,787,20,11.4,3,0,224.75
1127,107,27,13.2,4,1,133.49
1128,366,19,1.0,3,1,176.96
1129,416,10,11.1,2,0,119.21
1130,114,29,7.2,2,0,119.96
1131,904,11,3.2,2,0,220.66
1132,143,24,8.0,4,1,138.5
1133,977,37,6.0,2,0,300.66
1134,968,32,14.9,3,0,283.11
1135,524,36,10.3,3,0,224.42
1136,693,31,2.1,2,0,225.75
1137,870,12,7.1,2,0,217.58
1138,571,29,5.6,2,1,212.01
1139,911,27,12.5,2,0,248.87
1140,366,35,13.4,2,0,169.68
1141,220,16,14.2,4,0,120.79
1142,563,29,5.3,2,1,213.28
1143,961,14,11.7,3,1,243.69
1144,541,14,7.0,2,0,162.72
1145,216,36,7.8,5,1,189.06
1146,755,37,8.6,5,0,288.99
1147,60,9,10.7,4,1,93.11
1148,776,9,8.7,4,0,211.46
1149,625,29,1.9,3,0,229.63
1150,660,44,12.6,2,0,239.34
1151,573,43,8.9,3,0,240.48
1152,146,29,0.8,4,1,169.92
1153,675,15,7.3,4,0,215.64
1154,501,29,13.3,3,0,185.21
1155,541,17,2.1,2,0,171.01
1156,529,21,8.1,1,0,155.54
1157,528,5,4.0,2,0,139.38
1158,281,42,9.3,2,0,176.47
1159,450,6,6.8,3,0,135.94
1160,848,8,3.1,3,1,217.91
1161,395,34,7.1,5,0,220.7
1162,240,39,6.2,1,0,156.5
1163,112,13,10.6,2,0,69.87
1164,348,40,11.1,3,0,189.53
1165,700,40,13.7,2,1,259.19
1166,994,32,10.0,1,0,263.25
1167,136,7,10.7,2,0,65.18
1168,979,12,1.6,4,0,269.21
1169,408,24,1.1,3,0,183.02
1170,998,25,8.0,5,1,308.43
1171,458,7,11.0,2,0,119.47
1172,272,13,14.2,5,0,138.52
1173,157,15,1.4,3,0,108.07
1174,128,15,13.5,3,0,81.12
1175,921,32,5.7,3,0,284.67
1176,761,7,8.8,4,0,204.32
1177,453,39,11.4,4,1,227.08
1178,381,18,9.1,3,0,156.78
1179,291,28,14.3,3,1,154.44
1180,889,20,9.2,3,1,249.25
1181,801,18,8.0,2,1,221.03
1182,713,19,8.2,2,0,207.51
1183,281,27,14.9,3,0,138.83
1184,655,20,6.9,1,0,186.1
1185,748,36,14.4,3,1,262.12
1186,610,24,9.1,5,0,228.17
1187,126,37,13.0,4,0,153.28
1188,620,39,10.0,2,1,236.9
1189,974,35,5.6,3,1,310.89
1190,774,17,6.9,1,0,192.3
1191,481,15,8.7,3,0,153.46
1192,858,31,0.9,2,0,269.55
1193,625,42,7.7,3,0,241.22
1194,167,44,7.8,2,1,169.56
1195,431,26,14.1,3,0,171.99
1196,224,27,7.4,2,0,135.31
1197,546,26,6.9,3,0,199.97
1198,688,37,11.3,5,1,284.15
1199,712,16,11.8,2,0,181.39
1200,312,35,4.1,4,0,187.56
1201,316,7,5.5,5,0,140.2
1202,158,26,5.8,5,0,155.93
1203,961,30,3.7,4,0,301.66
1204,465,11,12.6,5,0,176.7
1205,300,30,3.5,4,0,186.48
1206,201,24,13.6,2,1,132.61
1207,66,40,2.6,3,0,157.77
1208,913,17,1.6,4,1,270.9
1209,460,21,6.2,3,0,171.67
1210,65,27,10.9,1,0,88.96
1211,400,7,1.0,5,1,171.04
1212,92,17,11.6,2,1,90.99
1213,115,13,13.4,2,1,82.92
1214,944,10,0.8,3,0,241.12
1215,71,10,6.4,2,1,82.87
1216,468,27,5.2,4,0,200.83
1217,716,5,7.5,5,0,200.63
1218,421,5,5.6,4,0,145.82
1219,515,35,6.4,4,0,228.02
1220,924,34,5.3,2,0,287.99
1221,257,24,10.2,5,1,170.87
1222,79,22,6.7,2,1,98.7
1223,497,43,3.2,3,0,227.85
1224,464,44,7.2,5,0,254.54
1225,270,5,0.9,4,0,126.3
1226,672,16,11.7,4,1,210.9
1227,660,18,8.3,2,0,180.64
1228,251,40,10.5,2,0,147.54
1229,732,5,7.8,3,0,180.29
1230,808,14,7.3,2,1,216.07
1231,161,32,7.8,3,0,149.07
1232,959,10,7.3,5,0,260.43
1233,845,27,4.4,2,0,246.17
1234,810,12,7.9,2,0,204.88
1235,126,13,6.6,2,1,88.12
1236,434,34,9.1,2,1,198.0
1237,391,12,9.3,3,1,140.03
1238,118,27,14.0,1,1,100.08
1239,358,25,11.1,5,1,189.81
1240,713,41,13.4,4,1,280.22
1241,448,31,14.9,5,0,211.72
1242,398,40,10.7,2,1,194.6
1243,331,23,3.1,3,1,171.49
1244,324,44,13.2,5,1,224.99
1245,322,34,6.7,3,0,179.2
1246,368,39,13.9,1,0,167.26
1247,459,20,14.8,2,0,148.35
1248,129,42,0.9,2,0,159.42
1249,391,11,11.9,3,1,134.42
1250,984,27,13.1,2,0,266.52
1251,627,5,10.3,3,0,159.5
1252,737,40,10.7,5,0,282.35
1253,484,16,8.2,3,1,165.3
1254,138,31,10.0,3,0,131.55
1255,369,23,5.6,3,1,167.58
1256,409,34,12.4,2,1,183.83
1257,521,6,2.1,5,0,182.86
1258,832,15,11.9,4,1,232.4
1259,881,24,5.8,4,1,276.79
1260,320,14,7.8,5,1,157.59
1261,743,16,10.4,3,1,216.01
1262,665,7,15.0,2,1,157.03
1263,758,21,11.5,2,0,213.57
1264,425,27,6.1,4,0,199.95
1265,697,38,6.9,3,1,267.07
1266,923,13,3.2,4,1,266.29
1267,290,12,12.8,1,0,85.71
1268,623,10,5.0,2,0,166.61
1269,288,11,5.6,3,1,127.93
1270,308,23,11.4,2,1,143.95
1271,193,29,3.9,4,1,170.16
1272,898,8,0.6,2,1,231.38
1273,97,24,9.5,3,0,121.71
1274,125,21,8.0,5,0,145.78
1275,451,31,13.8,3,0,184.26
1276,421,33,1.8,4,0,215.7
1277,314,30,0.5,4,0,189.56
1278,521,14,12.0,3,0,161.38
1279,486,31,7.3,2,1,198.29
1280,321,41,3.0,3,1,214.95
1281,143,29,11.3,3,0,129.77
1282,579,20,2.6,5,1,224.59
1283,468,25,5.5,2,0,176.94
1284,970,19,8.5,2,0,242.2
1285,329,26,5.2,3,0,161.01
1286,736,24,2.5,4,0,256.29
1287,617,43,5.9,2,1,253.1
1288,203,38,6.2,2,0,148.85
1289,242,39,2.4,3,0,181.55
1290,524,14,14.9,3,0,163.67
1291,490,9,2.7,3,1,163.51
1292,905,9,13.2,4,0,232.12
1293,452,16,7.2,2,1,149.3
1294,722,15,13.1,3,0,196.98
1295,287,16,5.9,5,0,159.45
1296,337,24,13.1,2,1,147.39
1297,636,33,13.1,3,0,229.53
1298,190,30,2.6,5,0,185.86
1299,578,43,6.1,2,0,243.57
1300,684,22,6.9,2,1,223.92
1301,612,43,6.2,4,1,278.27
1302,533,28,11.6,3,0,192.03
1303,214,28,5.0,3,1,151.62
1304,127,43,4.8,3,1,169.81
1305,569,7,14.8,4,0,154.77
1306,646,10,8.8,2,1,166.64
1307,775,5,13.5,3,0,183.05
1308,158,40,9.7,2,0,135.87
1309,383,23,1.3,1,0,152.51
1310,931,23,7.7,4,0,270.88
1311,683,26,5.4,3,1,225.13
1312,250,42,4.4,3,1,190.96
1313,784,9,12.9,2,1,191.41
1314,340,22,10.4,5,0,163.83
1315,310,23,14.6,3,0,147.32
1316,599,19,10.2,3,0,195.56
1317,732,16,14.3,5,0,228.67
1318,445,32,13.2,5,1,220.27
1319,849,23,12.7,3,1,239.82
1320,372,40,4.8,5,0,231.9
1321,548,30,2.1,5,0,245.13
1322,831,29,6.7,2,0,253.09
1323,618,37,1.5,3,0,244.93
1324,135,41,11.6,2,1,151.7
1325,372,6,3.3,4,0,139.41
1326,706,37,12.7,3,0,249.06
1327,881,31,8.8,2,0,256.84
1328,733,7,11.0,2,0,170.9
1329,939,20,9.7,3,1,258.37
1330,992,28,13.1,5,0,298.56
1331,484,26,4.8,4,0,204.65
1332,983,21,8.8,4,0,276.14
1333,254,37,6.2,4,1,206.14
1334,484,28,14.0,2,1,183.22
1335,359,41,4.5,1,0,175.88
1336,952,39,10.9,5,0,323.05
1337,179,15,11.6,1,1,95.08
1338,663,5,1.7,1,0,148.04
1339,284,27,9.0,2,1,152.12
1340,788,17,3.1,2,0,220.68
1341,578,36,8.9,2,0,221.4
1342,469,9,8.3,2,0,132.09
1343,455,34,2.7,3,1,209.09
1344,979,43,10.3,1,1,303.58
1345,501,23,1.5,4,1,216.19
1346,521,9,8.8,2,0,133.89
1347,350,29,4.6,2,0,162.42
1348,496,41,7.0,3,0,234.08
1349,214,40,13.6,3,0,158.96
1350,477,17,9.7,3,1,170.5
1351,674,37,11.2,1,1,224.49
1352,778,9,9.5,2,0,186.78
1353,653,10,10.6,4,1,199.08
1354,644,5,12.3,2,0,149.07
1355,908,12,11.3,3,0,226.05
1356,829,12,5.9,4,1,244.93
1357,152,39,14.0,5,1,189.15
1358,446,40,4.2,4,1,239.02
1359,568,23,3.1,5,0,229.66
1360,449,34,8.1,2,0,190.26
1361,817,9,5.5,5,1,239.0
1362,452,18,3.0,3,0,175.79
1363,440,6,11.0,3,1,128.61
1364,591,16,2.8,2,0,173.22
1365,317,22,0.9,3,0,156.91
1366,544,25,8.3,2,0,186.45
1367,98,34,13.5,4,1,163.14
1368,970,21,11.4,2,0,237.61
1369,484,19,9.4,3,0,168.73
1370,299,40,11.7,4,1,201.4
1371,359,10,4.9,2,1,123.72
1372,796,8,13.0,3,1,209.91
1373,215,41,7.0,5,1,203.27
1374,895,9,6.2,3,1,231.14
1375,167,43,2.3,3,0,177.37
1376,865,33,6.7,2,0,270.18
1377,759,21,6.5,2,0,217.17
1378,363,5,10.0,4,1,130.0
1379,860,6,12.5,1,1,184.03
1380,498,5,2.4,5,0,170.89
1381,811,30,2.3,3,0,267.22
1382,646,17,5.4,1,0,175.53
1383,456,33,13.5,3,0,191.87
1384,939,16,3.3,3,0,249.02
1385,738,36,4.6,5,0,290.28
1386,294,12,3.1,1,1,110.46
1387,764,24,2.2,5,1,269.91
1388,836,34,2.6,5,1,310.66
1389,860,15,0.8,5,0,264.14
1390,385,35,7.0,2,1,187.47
1391,361,36,4.8,3,0,195.81
1392,883,11,5.4,3,1,236.72
1393,668,44,14.7,2,1,249.69
1394,344,24,7.7,4,0,172.23
1395,335,37,12.0,3,0,174.37
1396,168,33,7.8,2,0,141.54
1397,856,43,7.1,5,0,322.41
1398,389,24,9.9,2,0,162.81
1399,596,41,1.7,2,0,242.15
1400,891,24,9.2,5,1,290.23
1401,331,32,9.3,3,0,173.26
1402,966,31,1.4,2,1,290.9
1403,521,42,13.5,2,1,226.06
1404,318,14,12.6,2,0,113.26
1405,833,10,14.1,3,0,193.84
1406,908,12,8.3,3,1,235.62
1407,662,30,4.9,3,1,243.08
1408,327,27,5.5,4,0,180.35
1409,215,42,1.2,3,0,188.43
1410,344,11,1.7,3,1,138.23
1411,195,14,9.3,2,0,94.1
1412,974,41,1.0,5,0,344.43
1413,675,21,7.5,3,1,227.99
1414,247,20,13.5,3,0,123.84
1415,318,28,7.8,3,0,155.36
1416,255,33,9.9,2,1,147.73
1417,882,25,12.8,1,0,225.29
1418,599,13,0.5,4,0,202.52
1419,883,42,8.3,4,1,320.89
1420,605,33,0.8,3,0,223.98
1421,378,12,3.4,5,0,166.7
1422,281,30,3.5,3,0,166.52
1423,911,10,2.3,3,0,240.01
1424,689,37,14.1,3,1,250.29
1425,289,36,9.8,2,1,168.94
1426,285,34,6.2,2,0,172.04
1427,374,44,10.5,5,0,237.58
1428,567,12,14.4,3,1,167.44
1429,313,18,12.6,2,0,123.05
1430,763,33,14.6,2,1,234.53
1431,74,19,14.7,3,0,96.77
1432,656,43,7.6,3,0,264.12
1433,480,6,14.5,3,0,126.2
1434,727,28,1.0,2,1,247.75
1435,550,26,14.4,2,0,175.93
1436,561,24,11.3,2,0,178.27
1437,550,12,3.6,3,1,176.13
1438,961,30,12.0,3,0,284.43
1439,269,16,14.2,2,0,104.59
1440,680,34,6.6,3,1,252.41
1441,768,27,5.6,2,1,241.18
1442,103,35,12.3,2,0,121.9
1443,451,25,1.4,4,0,206.58
1444,651,7,8.7,5,0,192.87
1445,684,12,14.2,5,1,201.07
1446,193,32,12.4,2,0,140.83
1447,801,30,4.5,4,0,269.8
1448,705,19,12.6,2,0,195.04
1449,220,42,13.3,3,0,175.75
1450,162,32,7.5,1,0,118.74
1451,824,25,14.6,3,0,234.88
1452,702,30,13.0,2,0,211.03
1453,78,8,0.8,2,1,79.05
1454,201,23,12.1,5,0,142.45
1455,766,42,8.9,1,0,251.71
1456,442,31,4.6,2,0,184.59
1457,555,25,3.8,3,1,210.96
1458,828,25,5.5,2,0,239.1
1459,944,37,7.6,4,0,314.32
1460,475,19,4.7,4,0,184.42
1461,155,36,8.2,3,0,146.51
1462,531,27,4.2,4,0,216.39
1463,873,27,5.5,2,0,255.69
1464,913,37,4.5,2,0,284.54
1465,530,34,5.8,3,0,222.67
1466,945,20,7.7,5,0,278.49
1467,816,22,6.5,1,0,221.18
1468,253,37,8.4,2,0,151.02
1469,773,43,12.6,2,0,263.34
1470,444,26,14.3,4,1,191.28
1471,667,12,8.9,3,1,195.26
1472,77,34,10.4,3,1,133.78
1473,746,43,1.2,2,0,271.29
1474,783,20,4.4,3,0,236.09
1475,642,34,13.7,2,0,218.63
1476,659,44,12.3,4,0,273.57
1477,639,37,6.2,2,0,230.64
1478,504,15,2.4,4,0,185.46
1479,781,19,0.8,4,0,249.11
1480,146,15,12.9,3,1,106.42
1481,189,15,3.7,3,0,116.02
1482,928,10,3.3,4,0,253.7
1483,319,29,6.5,2,0,160.26
1484,175,42,13.5,2,0,145.95
1485,144,29,9.6,2,0,120.72
1486,982,43,13.8,4,1,331.38
1487,62,41,13.7,4,0,155.5
1488,171,31,12.3,3,0,137.63
1489,923,35,12.7,4,0,285.56
1490,791,14,9.9,3,1,210.01
1491,685,39,11.0,5,0,272.56
1492,97,43,6.1,3,1,170.84
1493,878,22,4.5,2,0,247.5
1494,87,33,11.0,2,1,127.07
1495,568,23,1.4,3,1,216.51
1496,153,20,10.8,3,0,107.46
1497,437,7,6.7,2,1,135.77
1498,772,29,2.5,2,1,249.42
1499,601,6,12.0,5,1,186.09
1500,230,5,9.1,5,0,110.07
1501,699,16,3.8,2,1,205.25
1502,625,33,10.5,3,1,231.89
1503,254,13,8.1,3,0,114.93
1504,688,37,4.1,2,0,242.98
1505,805,33,6.6,4,1,283.68
1506,170,23,10.4,2,1,133.19
1507,610,17,1.0,3,0,201.62
1508,400,33,14.9,5,0,213.04
1509,381,34,12.2,1,1,157.08
1510,913,21,6.1,4,0,270.43
1511,202,5,1.3,2,1,81.9
